SMILES,LOG HLM_CLint (mL/min/kg),uidx
O=C(Cn1cc(NCc2cccc(Cl)c2)cn1)N1CCOCC1,0.770999205,2060
Cc1ccc(-n2nc(C(=O)N3CC(O)C3)c3c2CCCC3)cc1,1.726824975,385
Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2Cc1cn[nH]c1,2.13205146,1006
CC(C)CN1CC[C@H](c2nc3ccc(C#N)cc3[nH]2)C1,0.825361196,1447
COc1cccc(N(C)CCC(=O)N2CCC(c3ccc(-c4ccc(N)nc4)cn3)CC2)c1,2.914450527,986
C[C@H]1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@H](O)[C@H]1O,0.675686709,2777
Cc1nc(CN(C)C(=O)C2c3ccccc3-c3ccccc32)no1,1.176264942,1595
COc1ccc2nc(C)nc(N3CC(CO)C3)c2c1,0.720985744,1371
CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,0.857242009,82
O=c1cc2c(n[nH]1)-c1cnc(N3CCCC3)nc1CC2,0.823669813,1869
Cc1ccc(OCC2(O)CCN(CC3(O)CCN(c4ccccc4C)CC3)CC2)cc1,2.602153355,3059
CC(C)C(=O)Nc1ccc2cnn(C(C)C)c2c1,1.145910834,690
Cc1sc(-c2ccccn2)nc1-c1ccc(NC(=O)C(C)C)cc1,1.188168859,975
NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,0.675686709,2053
O=S1(=O)CCN(C2CCN(CC(F)(F)F)CC2)CC1,0.675686709,1884
O=C(NCCNc1ncccc1C(F)(F)F)c1cnc2ccccn2c1=O,1.444372736,797
Cc1cn(CCN2CCN(c3ccccc3-c3cc(C#N)cc(C(=O)NCCCN4CCCC4)c3)CC2)c2ccccc12,2.079322369,1051
O=C(C1CCCCC1)N1CCC[C@H]1Cn1nnc(-c2cccs2)n1,2.11231001,3041
CCc1ccccc1S(=O)(=O)NCCc1cn[nH]c1,1.541891125,1954
CN(Cc1cccnc1)Cc1ccc(C#N)o1,0.990116766,626
CO[C@@H](C(=O)Nc1cc2c(C)cc(=O)oc2cc1C)c1ccccc1,1.10761693,748
Cc1nccn1CCNC(=O)C(C)(C)C,0.675686709,442
CCc1nccn1Cc1nc(N)nc(N(C)C)n1,0.675686709,2002
CN(C)C1CN(c2nc(-c3cnccn3)nc3sc4c(c23)CCCC4)C1,1.966118257,1308
Cc1csc(NC(=O)c2cccc(C)c2C)n1,2.238856198,1714
CN(C)Cc1ccc(-c2ccccc2C(=O)O)cc1,0.675686709,1672
O=C(Nc1ccc(CN2CCCCC2)cc1)c1ccnc2[nH]cnc12,0.888010912,3077
Fc1cc(-c2noc(C3CCN(C4CC4)CC3)n2)cc(F)c1F,1.87478902,3022
Cc1c(C(=O)NC2CCN(CC3CCCCC3)CC2)cnn1C,0.675686709,976
CN1CCN(c2oc(-c3cccc4ccccc34)nc2C#N)CC1,1.974396541,2681
CCCc1nn(CCCN2CCCCC2)c(=O)o1,1.133858125,2127
COc1cc(C)nc(N2CCN(c3ccc4ccccc4n3)CC2)n1,1.558612583,2729
O=S(=O)(c1cn[nH]c1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,1.721192109,828
Cc1ccc(-c2ccc(N(C)CCO)nn2)c(-n2cccn2)c1,0.675686709,1927
O=S(=O)(c1cccnc1)N1CCC2(Cc3ccccc3C2)C1,1.960090068,2235
CC(C)NC(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1,2.255940322,762
CC(=O)Nc1ccccc1CN1CCC(c2nnc3ccccn23)CC1,1.000390689,1865
O=C(Cc1csc(-c2ccccn2)n1)NC1CCCCCC1,1.939499285,578
Cn1c(SCOCc2ccccc2)nnc1C1CC1,1.433625845,2405
CN(C(=O)CSC(C)(C)C)c1ccccc1C#N,1.674833595,2520
Cc1ccc(F)cc1C(=O)N1CCc2c(nc(-c3ccccn3)nc2N(C)C)C1,0.94156112,1852
O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1,1.880424839,2720
NC1CC(NC(=O)c2ccc(-c3cn[nH]c3)cn2)C12CCC2,0.929827481,3071
COc1cc(-c2ccc(C)s2)cc2c1OCCN(c1noc(C)n1)C2,1.759176625,1635
Cc1nnc(NCC(=O)N2CCc3sccc3C2)c(C#N)c1C,1.237367773,224
NC(=O)C1(CCCc2ccccn2)CCNCC1,0.675686709,1678
Cc1cccc2ncn(CCc3ncc[nH]3)c(=O)c12,0.675686709,2218
CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,1.958442761,2988
CC(C)CN(Cc1cnn(C)c1)C(=O)c1cccc(-c2cnccn2)c1,2.651701439,2366
CN(Cc1cnc2ccccc2n1)S(=O)(=O)N1CCCC1,1.124112792,1986
COCC(=O)NC1(C#Cc2ccc(NC(=O)C3CC3)nc2)CCCCC1,1.223158342,2806
CCNc1ccnc(-c2cccc(C(=O)NCCCc3cnn(C)c3)c2)n1,1.416474079,2219
O=C(Nc1nc2c(s1)COc1ccccc1-2)c1cnc(Cl)c(Cl)c1,1.528543921,142
CCc1c[nH]c2ncnc(N3CCC(CN4CCN(C)CC4)CC3)c12,0.675686709,3078
O=C(O)CNc1nc(-c2ccccc2)nc2ccccc12,0.675686709,815
COc1ncccc1C(=O)Nc1nc(C)nn1C,0.675686709,2162
CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,0.869173027,3012
Cc1cc(CN2CCN(c3ncccn3)CC2)on1,0.675686709,1159
CCc1nnsc1C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,1.174699288,779
O=C(O)c1cc2cc(O)c(O)cc2c(C(=O)c2ccc(O)c(O)c2)n1,1.550680762,1629
O=S(=O)(Cc1csc(C2CCCC2)n1)C1CCCC1,1.967187475,620
COc1cc(OC)c(OC)cc1CNC(C)(C)C,0.675686709,2189
CCCN1CCn2nc(-c3nc4cc(OC)ccc4[nH]3)cc2C1,0.675686709,1456
Cc1ccc(C)c(OCCC(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)c1,2.623930185,2704
O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,1.784759895,2990
COc1cc2nc(CN3CCC(CO)CC3)[nH]c(=O)c2cc1OC,0.675686709,2371
Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1,1.817796667,271
CCCCCCNc1ncnc2[nH]ccc12,1.850480817,1313
O=C(Cn1nc(Cc2ccccc2)c2ccccc2c1=O)NCc1ncc[nH]1,1.706700717,2387
N#Cc1ccc2nc([C@H]3CCN(C4CCC4)C3)[nH]c2c1,0.860697274,1449
COc1ccc(-c2nnc(-c3ccccc3)o2)cc1OC,1.693946678,1136
Cc1cc(N(C)Cc2ccc(N)nc2)nc(-c2ccncc2)n1,1.645746395,818
Cc1cc(C)c2c(c1)CCCN2C(=O)c1ccc(-c2nnc(C)o2)cc1,2.174365132,1195
CC(C)NC(=O)c1cc(-c2ccccc2)n(-c2ccccn2)n1,0.909181476,736
O[C@@H]1CO[C@H]2C[C@@H]1Nc1c(Cc3ccccc3)cccc12,1.524746532,1124
COc1ccccc1-c1nn(-c2ccccc2)cc1CO,1.624261464,992
COc1cc2nc(-c3ccc(N4CCN(C)CC4)cc3)nc(NCCN3CCOCC3)c2cc1OC,0.939443869,2702
Cc1c(C)n(Cc2ccccc2)c2ncnc(N)c12,1.203875623,1016
Cc1ccc(F)cc1S(=O)(=O)Nc1ccc(C(=O)N2CCCC2)cc1,2.10504328,2330
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2,1.151001908,1559
CS(=O)(=O)NC1CCCN(c2nc3ccccc3o2)C1,0.675686709,2172
CN1CCN(C(=O)C2(NC(=O)c3ccc(C(F)(F)F)cc3)CCCC2)CC1,0.675686709,921
CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,2.728516916,34
Cc1[nH]c2ccc(Cl)cc2c1CC(=O)N1CCC(Cc2ncncc2C(N)=O)CC1,2.552589136,712
Cc1noc(C2CCN(C(=O)C3(c4cccc(F)c4)CCC3)CC2)n1,1.733165153,935
Cc1ccccc1S(=O)(=O)Nc1c(C)ccnc1Cl,0.675686709,2229
Cn1cc(-c2nnc(NCc3ccc4ccccc4c3)o2)cn1,0.853637382,572
CCN(Cc1cccs1)C(=O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,2.17829189,2865
CCN1CCOC(C(=O)N2CCC(c3cn[nH]c3)CC2)C1,0.675686709,3083
COCCc1noc(CN(C)C(=O)c2ccc3c(c2)CCC3)n1,1.018742096,2632
O=C(c1cccc(Nc2ncccn2)c1)N1CCOCC(Cc2cccc3ccncc23)C1,2.448098501,2145
CN1CCCN(c2nc(C(F)(F)F)nc3cc4c(cc23)OCO4)CC1,1.347661709,741
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,2.7565,8
O=C(c1cccc(CNc2ccc3nccnc3n2)c1)N1CCCCC1,1.14213908,459
Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@@H]3CC(=O)O)c1,0.753812784,2209
CCCN(CC)c1ccc(C(=O)N2CCCN(C(C)=O)CC2)cc1,1.40940895,1180
COc1ccc(Cc2nnn[nH]2)cc1F,0.675686709,2913
O=C(c1cc(F)ccc1F)N1CCN(C(=O)C2CC2)CC1,0.675686709,1962
Cc1cccc2sc(NC(=O)C(C)(C)C)nc12,1.562590225,972
CCc1nc2ccccc2n1CC(=O)N1CCNC(=O)C1,0.675686709,207
Cc1cnc(CNCc2cccc3c2OCO3)s1,1.518105775,1478
CC(C)c1noc(CN(C)C2CCCC2)n1,1.201397124,1671
CCc1nnc(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)o1,0.675686709,1699
CCCN1CCCN(c2ncccc2C#N)CC1,1.468893548,1103
CC(C)(C(=O)c1ccccc1)/[N+]([O-])=C/c1ccc(F)cc1,0.882809041,2147
Clc1snnc1CN1CCCN(c2nc3ccccc3[nH]2)CC1,2.021615112,366
O=c1[nH]c2ccccc2n1C1CCN(CCc2ccccn2)CC1,1.093771782,900
N#Cc1c(O)nc2scc(-c3ccc(-c4ccccc4O)cc3)c2c1O,1.047508506,1130
COc1cc2c(cc1NC(C)=O)oc1ccccc12,2.067691896,1334
COc1ccc(NC(=O)c2snnc2C)c(OC)c1,1.534495703,825
CCCS(=O)(=O)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,1.792433716,864
O=C(Cc1ccc(Cl)cc1)NCc1ccncc1,0.675686709,425
Cc1ccccc1NC(=O)CN1C(=O)CCC1=O,0.675686709,1691
FC(F)(F)c1nc(Nc2ccc(-n3cnnn3)cc2)c2ccccc2n1,0.675686709,388
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1,2.596224212,53
N#Cc1cc(F)c(N2CCN(CCO)CC2)c(F)c1,0.675686709,621
CCCc1cc(N2CCc3c(nc(C(C)C)n3C)C2)n2ncnc2n1,1.155244917,792
O=C(O)c1ccccc1COc1cccc2cccnc12,0.675686709,2388
O=C1NC2(CCCCC2)C(=O)N1Cc1csc(-c2ccccc2)n1,1.375407533,2456
N#CCN1CCCN(Cc2ccc(C#N)cc2)CC1,1.81624793,1647
Cc1nn(-c2ccccn2)c2nc(C3CC3)cc(C(=O)O)c12,0.689220037,635
Cc1cccc(OCC(=O)Nc2ccn(C)n2)c1,1.3238294,1661
Cc1cccnc1NC(=O)CCc1ccc(F)cc1,0.837651558,1840
COCC(=O)Nc1ccc(C)c(NC(=O)[C@H](OC)c2ccccc2)c1,1.930623061,2300
COc1ccc(C)cc1S(=O)(=O)NCCC(=O)Nc1ccccc1C,1.96363202,2290
O=C(NCc1ccc(O)cc1)Nc1ccncc1F,0.675686709,1826
CS(=O)(=O)NCCN1CCc2c(Cl)cc(Cl)cc2C1,1.155062619,2332
Cc1ccnc(NC(=O)c2ccnc(C)n2)c1,2.136247975,2734
Clc1ccc(CSc2nc(-c3ccccc3)c[nH]2)cn1,2.360279033,1953
Clc1ccc2[nH]c(COc3ccccc3)nc2c1,1.444934344,1634
c1ccc(-c2cn(C3CNC3)nn2)cc1,0.675686709,2701
Cc1cc(C)n(-c2cc(Nc3ccccc3C)ncn2)n1,1.775828814,1548
CC(C)c1c(-c2ccccc2)[n+]([O-])c2c([n+]1[O-])CCC2,0.675686709,2935
Cc1cccc(N2CCN(CCCCNC(=O)c3c(F)cccc3F)CC2)c1,1.882638362,2596
CN1CCC(N(Cc2cccnc2)C(=O)NCCCc2ccccc2)CC1,0.797890483,2324
O=C(CCn1nnc2ccccc2c1=O)Nc1ccncc1,0.965342836,1380
Cc1sc2ncn(Cc3c(F)cccc3Cl)c(=O)c2c1C,1.902948818,2805
Cn1ccnc1CN(C(=O)c1[nH]c2ccccc2c1Cl)C1CC1,1.956437379,1355
c1ccc(-c2n[nH]c(C3CCN(c4ccccn4)CC3)n2)cc1,1.197638876,220
Cc1c(O)cccc1OCCN1CCOCC1,0.675686709,2776
CC(=O)Nc1cccc(OCC(=O)N2CCCCC2)c1,0.675686709,1573
Cc1cncc(C2CCN(Cc3cnccn3)CC2)n1,0.675686709,1606
O=C(COc1ccc2ccc(=O)oc2c1)Nc1cccc(COCc2ccco2)c1,1.889144768,1735
Cc1cccc(/C=N/Nc2cc(N3CCOCC3)n3nc(-c4ccncc4)cc3n2)c1,1.507059385,3086
Cc1ccc(Nc2ccnc(Nc3ccc(C)cc3)n2)cc1,1.930658726,1873
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,1.36660971,1186
CCN(C(=O)CO)[C@H]1CN(/C(=N\C#N)Nc2cccc(OC(F)F)c2)N=C1c1ccc(Cl)c(Cl)c1,1.652874598,1808
Cc1noc(C)c1CS(=O)(=O)Cc1cccc2c1OCCO2,1.600243016,1072
Cn1c(CNC(=O)Cc2ccccc2)nc2ccccc21,0.877486528,1396
CCc1cc(N(C)Cc2ccc(N)nc2)nc(C)n1,0.675686709,1064
Cc1nccn1-c1cncc(N2CCN(CC3CCCC3)C(=O)C2)n1,1.293428854,1129
OCCCCCn1cc(-c2ccccc2-c2ccco2)nn1,1.531504463,1145
O=C(Nc1nccs1)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)c1ccccc1,1.564879018,2225
O=C(Nc1cccnc1)c1ccnc(NC(=O)C2CC2)c1,0.675686709,27
CCNc1nc(-c2cccnc2)nc(C)c1C,1.69634765,2393
Cc1cc(C)nc(CNC(=O)CC2CCNCC2)n1,0.675686709,1721
Cn1ncc2c(NOCc3ccccc3)ncnc21,1.181872159,2876
CCN(C(=O)c1cccc(-n2cccn2)c1)c1ccc(C#N)c(Cl)c1,1.897385138,2753
Cc1cccc2cnc(C3CCN(C(=O)CCc4ccno4)CC3)cc12,1.494224187,3035
CCc1nnc(N2CC(N(C)C)C2)c(C#N)c1CC,0.961468555,2338
CC1CCC(O)(CSc2nnnn2C2CC2)CC1,1.105476121,2470
O=C(Cc1cccs1)NCc1ccccc1F,1.319647288,1488
O=C(Nc1nncs1)c1cccnc1,0.675686709,798
COc1ccc(CCCNc2nnc(C)o2)cc1,0.675686709,1853
CCCc1cc(N2CCc3c(nc(C4CC4)n3C)C2)n2ncnc2n1,0.983626287,17
Cc1noc(-c2ccccc2C(=O)O)n1,0.675686709,1738
CS(=O)(=O)N1CCN(Cc2cc3c(cc2O)OCO3)CC1,1.456684804,2945
CN1CCC(CNC(=O)c2ncoc2-c2ccc(F)cc2)CC1,0.675686709,2414
OC1CCN(c2nccc(-c3cccs3)n2)CC1,1.720969231,2255
Cn1nc(CNC(=O)C2CCC2)c2ccccc21,1.097847077,1993
COC(=O)N1CC(NCc2c(C)nn(C(C)(C)C)c2C)C1,0.675686709,2266
CCOc1cc(-c2nnc(NC(=O)c3cccc(C(F)(F)F)c3)o2)cc(OCC)c1OCC,0.881384657,2933
Cn1nc(C2CCNCC2)c2cccnc21,0.675686709,1499
CO[C@H]1[C@H](C2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)/C=C/c1ccc(OCCN(C)C)cc1)CO2,2.321213048,2714
CCc1cnc(CCNc2cncc(Cl)n2)s1,2.263505879,1733
N#CCCn1ncnc1-c1cccc(C#N)c1,0.675686709,3006
CC(C)(C)NC(=O)NCCn1nc2c(cc1=O)CCCC2,1.084540532,1592
O=C(NCc1cccnc1)c1sccc1-c1ccccc1,1.655032731,1473
Cc1nc(O)c2c(n1)CN(Cc1ccccc1)CC2,0.675686709,1470
COc1cccc(Cn2cnc3c(c2=O)COCC3)c1Cl,0.756940236,1985
O=C(NCC1CCC2(CC1)OCCO2)c1[nH]nc2c1CCCC2,0.837651558,2176
CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,0.675686709,3010
O=C(CSC1CCCC1)NCCn1nc2c(cc1=O)CCCC2,1.851105401,1192
COc1cc(Br)c(Nc2nc(-c3c(C)nc4ncccn34)cs2)c(Br)c1,1.880035738,489
CCCn1cc(CNC(=O)CN2CCCC2)cn1,0.675686709,2907
O=C(O)Cc1ccc(Oc2ccncc2)cc1,0.675686709,2483
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,1.764728927,2561
Cc1nccn1CCCN1C(=O)SC(C)(C)C1=O,0.675686709,943
CN(Cc1ccc(OC(F)(F)F)cc1)Cc1cn(C)nn1,1.177276711,2180
Cc1nc(C)n(-c2ccccc2NC(=O)c2cc(C#N)cn2C)n1,1.063145637,2762
COc1ccc2cc(C(=O)NCc3nnc4n3CCCCC4)ccc2c1,1.140696553,2415
CCCCCCCC/C(=C\CCCCCCCC(=O)O)[N+](=O)[O-],1.631960961,1823
O=c1n(CCc2ccncc2)nnn1-c1ccccc1,0.763802224,307
Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,0.675686709,1570
CN(CCc1ccncc1)c1ncccc1C#N,1.646403726,2105
Cc1nn(C)c(C)c1-c1cc(C(C)(C)C)nc(N(C)C)n1,1.712683367,1981
N#Cc1cc(N2CC(CO)C2)nc2ccc(Cl)cc12,1.838364173,2788
O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,1.323478988,3055
COc1ccc(C(=O)N2CCCC2)cc1NC(C)C,0.893428842,1424
C#Cc1cccc(N(CC(=O)NC(N)=O)Cc2cccs2)c1,1.585990584,2651
COc1ccc(Cl)cc1N(CC(=O)Nc1ccccc1C(=O)NCc1ccccc1)S(C)(=O)=O,2.773559017,2800
COCC1(c2nc(-c3ccncc3)nn2Cc2cccc(Cl)c2)CC1,2.532381056,1581
