dataset,model,split,roc-auc,mcc,recall,precision,f1_score,accuracy,seed
carcinogens_lagunin,RF-RDKit,random,0.8819367369589345,0.6510400558471379,0.7599889012208657,0.9075685080469768,0.8021777075887292,0.8785714285714286,19
carcinogens_lagunin,GPR-DPK-Morgan,random,0.8513832658569501,0.4754974120337831,0.7672064777327935,0.7115384615384616,0.7306895531222255,0.8142857142857143,0
carcinogens_lagunin,GPR-DPK-Morgan,random,0.7972795804654211,0.4184477436437512,0.6964929531301213,0.722779635823114,0.7078260869565218,0.8285714285714286,1
carcinogens_lagunin,GPR-DPK-Morgan,random,0.8826614224844314,0.6329072435267126,0.8164536217633562,0.8164536217633562,0.8164536217633562,0.8857142857142857,2
carcinogens_lagunin,GPR-DPK-Morgan,random,0.8009090909090909,0.5827486247053353,0.7484848484848485,0.8416666666666667,0.7808695652173914,0.8714285714285714,3
carcinogens_lagunin,GPR-DPK-Morgan,random,0.8373779224622669,0.4644828339650876,0.7237348327907664,0.7410714285714286,0.7315745072474883,0.8214285714285714,4
carcinogens_lagunin,GPR-DPK-Morgan,random,0.834201388888889,0.4299780316806867,0.6753472222222222,0.7635928664636799,0.7003168079458857,0.8214285714285714,5
carcinogens_lagunin,GPR-DPK-Morgan,random,0.7350127551020409,0.2773500981126146,0.5892857142857143,0.7153846153846154,0.6041757285776425,0.8142857142857143,6
carcinogens_lagunin,GPR-DPK-Morgan,random,0.8878787878787879,0.6351157564268731,0.8136363636363636,0.8215284249767009,0.8174706649282921,0.8785714285714286,7
carcinogens_lagunin,GPR-DPK-Morgan,random,0.8080150462962964,0.4204791905902316,0.7054398148148149,0.7151515151515151,0.7099733649008582,0.8,8
carcinogens_lagunin,GPR-DPK-Morgan,random,0.8164539400665926,0.5335503623699486,0.7264150943396226,0.8143297380585517,0.7544642857142857,0.8428571428571429,9
carcinogens_lagunin,GPR-DPK-Morgan,random,0.8996655518394648,0.5560269547834662,0.7569676700111483,0.800782949108308,0.7759103641456583,0.8857142857142857,10
carcinogens_lagunin,GPR-DPK-Morgan,random,0.8320589068252621,0.5570149200302049,0.7551685075049561,0.8039811066126855,0.7745225860878902,0.85,11
carcinogens_lagunin,GPR-DPK-Morgan,random,0.7766921551968281,0.4402764372881146,0.6736052109883885,0.779143897996357,0.7003168079458857,0.8214285714285714,12
carcinogens_lagunin,GPR-DPK-Morgan,random,0.7808695652173913,0.3469377358799598,0.6678260869565218,0.6793013749535488,0.673132183908046,0.8142857142857143,13
carcinogens_lagunin,GPR-DPK-Morgan,random,0.8154706430568499,0.4636066222600981,0.7427772600186393,0.7213254035683943,0.7306895531222255,0.8142857142857143,14
carcinogens_lagunin,GPR-DPK-Morgan,random,0.8297279580465421,0.4338734741317526,0.7105866928875778,0.7234782608695652,0.7165991902834008,0.8285714285714286,15
carcinogens_lagunin,GPR-DPK-Morgan,random,0.7852915063628292,0.5260427184081146,0.7305415803492157,0.8000770416024654,0.7556312858449007,0.85,16
carcinogens_lagunin,GPR-DPK-Morgan,random,0.859375,0.5780497582289138,0.7723214285714286,0.8067528735632183,0.7874493927125505,0.8714285714285714,17
carcinogens_lagunin,GPR-DPK-Morgan,random,0.8671468587434974,0.4615876424711536,0.7394957983193278,0.7224080267558528,0.7303543913713404,0.8571428571428571,18
carcinogens_lagunin,GPR-DPK-Morgan,random,0.8213096559378469,0.5580852341448846,0.7411209766925638,0.8229282794500186,0.7687042718904886,0.85,19
carcinogens_lagunin,GPC-DPK-Morgan,random,0.8898448043184886,0.5418547892983507,0.7786774628879892,0.7633928571428571,0.7705670272041953,0.8571428571428571,0
carcinogens_lagunin,GPC-DPK-Morgan,random,0.814978695509669,0.5153693158355425,0.718616846935431,0.8037340619307832,0.7484633569739952,0.8642857142857143,1
carcinogens_lagunin,GPC-DPK-Morgan,random,0.893477548344805,0.7072908037742268,0.8200589970501475,0.8907563025210083,0.8491379310344828,0.9142857142857144,2
carcinogens_lagunin,GPC-DPK-Morgan,random,0.8357575757575757,0.6063034166352526,0.753030303030303,0.8632013919095258,0.7897340754483613,0.8785714285714286,3
carcinogens_lagunin,GPC-DPK-Morgan,random,0.8560224918614975,0.566075175582324,0.7281740159810595,0.8510928961748634,0.7649969078540507,0.8642857142857143,4
carcinogens_lagunin,GPC-DPK-Morgan,random,0.839988425925926,0.5529818295596863,0.7094907407407407,0.8649193548387097,0.7485632183908046,0.8571428571428571,5
carcinogens_lagunin,GPC-DPK-Morgan,random,0.8121811224489797,0.4847948449258373,0.6696428571428571,0.8463541666666667,0.7083333333333333,0.8571428571428571,6
carcinogens_lagunin,GPC-DPK-Morgan,random,0.9066666666666668,0.710997740194204,0.8318181818181818,0.8808695652173912,0.8529292929292929,0.9071428571428573,7
carcinogens_lagunin,GPC-DPK-Morgan,random,0.8314525462962963,0.5390860546419528,0.7378472222222222,0.8054626532887402,0.7624242424242424,0.85,8
carcinogens_lagunin,GPC-DPK-Morgan,random,0.8858213096559377,0.5818973341891412,0.7158712541620422,0.8921370967741935,0.7565217391304349,0.8571428571428571,9
carcinogens_lagunin,GPC-DPK-Morgan,random,0.8914901523597176,0.635969770437175,0.7872538089929395,0.8520036429872495,0.814266761914481,0.9071428571428573,10
carcinogens_lagunin,GPC-DPK-Morgan,random,0.848768054375531,0.5925448608896057,0.754035683942226,0.8455315870570108,0.785050505050505,0.8642857142857143,11
carcinogens_lagunin,GPC-DPK-Morgan,random,0.8319173038799207,0.6152669283976067,0.7482299631832342,0.8812527185732928,0.7874493927125505,0.8714285714285714,12
carcinogens_lagunin,GPC-DPK-Morgan,random,0.8591304347826086,0.5558125009676231,0.7539130434782608,0.8041666666666667,0.7749408983451537,0.8785714285714286,13
carcinogens_lagunin,GPC-DPK-Morgan,random,0.844672258465362,0.5694052194427296,0.7406026716371544,0.8368856024358418,0.7737068965517242,0.8714285714285714,14
carcinogens_lagunin,GPC-DPK-Morgan,random,0.8602097672894132,0.5161669831935847,0.7423795476892823,0.7748049052396879,0.7565217391304347,0.8571428571428571,15
carcinogens_lagunin,GPC-DPK-Morgan,random,0.7846996152707901,0.5063934647730337,0.7259544243859131,0.7837235228539576,0.7476237299246149,0.8428571428571429,16
carcinogens_lagunin,GPC-DPK-Morgan,random,0.8504464285714286,0.6882472016116853,0.7946428571428571,0.901913875598086,0.8338051319514199,0.9071428571428573,17
carcinogens_lagunin,GPC-DPK-Morgan,random,0.8671468587434974,0.5144957554275265,0.7521008403361344,0.7625,0.7571180732727829,0.8785714285714286,18
carcinogens_lagunin,GPC-DPK-Morgan,random,0.8532186459489456,0.6284542993228888,0.7452830188679245,0.9025500910746812,0.7874493927125507,0.8714285714285714,19
carcinogens_lagunin,SVC-DPK-Morgan,random,0.8817476383265856,0.526406148504449,0.7742914979757085,0.7525629077353215,0.7624242424242424,0.85,0
carcinogens_lagunin,SVC-DPK-Morgan,random,0.8169452638479188,0.5153693158355425,0.718616846935431,0.8037340619307832,0.7484633569739952,0.8642857142857143,1
carcinogens_lagunin,SVC-DPK-Morgan,random,0.8875778433300557,0.5942683104929389,0.7459849229760733,0.8589191774270684,0.7842835130970724,0.8857142857142857,2
carcinogens_lagunin,SVC-DPK-Morgan,random,0.8212121212121212,0.6331217169742315,0.7454545454545455,0.908266129032258,0.791898922333705,0.8857142857142857,3
carcinogens_lagunin,SVC-DPK-Morgan,random,0.8364900858242083,0.5421268071011329,0.7235868600177567,0.8286211396259243,0.7565217391304347,0.8571428571428571,4
carcinogens_lagunin,SVC-DPK-Morgan,random,0.8440393518518519,0.4746645424938335,0.6846064814814814,0.8051171688187471,0.7155225726654298,0.8357142857142857,5
carcinogens_lagunin,SVC-DPK-Morgan,random,0.7933673469387756,0.3786050912197831,0.6160714285714286,0.8087362171331637,0.6418640863085308,0.8357142857142857,6
carcinogens_lagunin,SVC-DPK-Morgan,random,0.901818181818182,0.5310850045437944,0.6666666666666666,0.9230769230769232,0.7083333333333333,0.8571428571428571,7
carcinogens_lagunin,SVC-DPK-Morgan,random,0.7842881944444444,0.5012464335210299,0.728587962962963,0.7747826086956522,0.7466761073086303,0.8357142857142857,8
carcinogens_lagunin,SVC-DPK-Morgan,random,0.8655660377358491,0.5649152383267309,0.6911764705882353,0.9173228346456692,0.7315313669984477,0.85,9
carcinogens_lagunin,SVC-DPK-Morgan,random,0.8918617614269788,0.5433992717636884,0.73950204384987,0.8082257293161167,0.7666666666666666,0.8857142857142857,10
carcinogens_lagunin,SVC-DPK-Morgan,random,0.8371566128575474,0.5137396210267484,0.7353440951571792,0.7803643724696356,0.7530485466676893,0.8357142857142857,11
carcinogens_lagunin,SVC-DPK-Morgan,random,0.8013310676862079,0.5149515663073619,0.6876239025771735,0.8533333333333333,0.7234195402298851,0.8428571428571429,12
carcinogens_lagunin,SVC-DPK-Morgan,random,0.7975652173913044,0.4568321925761286,0.6669565217391304,0.8125,0.704148593037482,0.8642857142857143,13
carcinogens_lagunin,SVC-DPK-Morgan,random,0.8272755514134825,0.4810821258779896,0.7308170239204722,0.7506747638326585,0.7397979797979799,0.8357142857142857,14
carcinogens_lagunin,SVC-DPK-Morgan,random,0.8536545394952475,0.483412129987927,0.7000983284169124,0.7919655667144907,0.7303543913713406,0.8571428571428571,15
carcinogens_lagunin,SVC-DPK-Morgan,random,0.7669428825096183,0.5260427184081146,0.7305415803492157,0.8000770416024654,0.7556312858449007,0.85,16
carcinogens_lagunin,SVC-DPK-Morgan,random,0.8558673469387755,0.6634034720037774,0.7901785714285714,0.8791666666666667,0.8239942528735632,0.9,17
carcinogens_lagunin,SVC-DPK-Morgan,random,0.8611444577831132,0.5344369982508732,0.7563025210084033,0.7785993910395824,0.7666666666666666,0.8857142857142857,18
carcinogens_lagunin,SVC-DPK-Morgan,random,0.8460044395116537,0.6054267585033803,0.7305771365149833,0.8974175035868006,0.7722407740388733,0.8642857142857143,19
carcinogens_lagunin,GPR-RBF-RDKit,random,0.8800607287449393,0.497240056552639,0.798582995951417,0.7070175438596491,0.7263966574567019,0.7928571428571428,0
carcinogens_lagunin,GPR-RBF-RDKit,random,0.8008849557522123,0.6058871043083879,0.7741724024909866,0.8347338935574229,0.7988505747126438,0.8857142857142857,1
carcinogens_lagunin,GPR-RBF-RDKit,random,0.8715175352343494,0.5870206489675516,0.7935103244837758,0.7935103244837758,0.7935103244837758,0.8714285714285714,2
carcinogens_lagunin,GPR-RBF-RDKit,random,0.7648484848484848,0.4668278810866479,0.7212121212121212,0.7462887989203779,0.7321428571428572,0.8285714285714286,3
carcinogens_lagunin,GPR-RBF-RDKit,random,0.7977212192956497,0.5528211563697755,0.7466706126072802,0.8097361575622445,0.7705670272041953,0.8571428571428571,4
carcinogens_lagunin,GPR-RBF-RDKit,random,0.7991898148148147,0.5358258812338202,0.7552083333333333,0.78125,0.7666666666666666,0.8428571428571429,5
carcinogens_lagunin,GPR-RBF-RDKit,random,0.8195153061224489,0.3954749715587891,0.7098214285714286,0.6863494760691022,0.6960850363051128,0.7928571428571428,6
carcinogens_lagunin,GPR-RBF-RDKit,random,0.853939393939394,0.5333333333333333,0.7666666666666666,0.7666666666666666,0.7666666666666666,0.8428571428571429,7
carcinogens_lagunin,GPR-RBF-RDKit,random,0.8663194444444444,0.614892403243325,0.7847222222222222,0.8319838056680162,0.804287045666356,0.8714285714285714,8
carcinogens_lagunin,GPR-RBF-RDKit,random,0.8172863485016647,0.5131301519928225,0.7216981132075472,0.7969156447417316,0.7466761073086303,0.8357142857142857,9
carcinogens_lagunin,GPR-RBF-RDKit,random,0.8179115570419918,0.5012062743707415,0.7705314009661836,0.7321428571428572,0.7482661186745441,0.85,10
carcinogens_lagunin,GPR-RBF-RDKit,random,0.8292268479184367,0.5759281221014422,0.7598414047012179,0.8191304347826087,0.7825411618515067,0.8571428571428571,11
carcinogens_lagunin,GPR-RBF-RDKit,random,0.8387142452563013,0.605833998983677,0.7854715378079864,0.8214285714285714,0.8008832996481773,0.8642857142857143,12
carcinogens_lagunin,GPR-RBF-RDKit,random,0.7999999999999999,0.6223694787792393,0.751304347826087,0.8853333333333333,0.7958333333333334,0.9,13
carcinogens_lagunin,GPR-RBF-RDKit,random,0.797452625038832,0.4689990942423054,0.7180801491146319,0.7521551724137931,0.7323580749729866,0.8357142857142857,14
carcinogens_lagunin,GPR-RBF-RDKit,random,0.875614552605703,0.4797608111576521,0.7431989511635528,0.7366071428571428,0.7397979797979798,0.8357142857142857,15
carcinogens_lagunin,GPR-RBF-RDKit,random,0.8039360757620597,0.533401936412264,0.7420834566439776,0.7938218390804598,0.7624242424242424,0.85,16
carcinogens_lagunin,GPR-RBF-RDKit,random,0.8166454081632653,0.6061281253562039,0.7901785714285714,0.8165217391304347,0.8021777075887291,0.8785714285714286,17
carcinogens_lagunin,GPR-RBF-RDKit,random,0.8379351740696278,0.575056272103221,0.8263305322128851,0.7533395464429947,0.7808695652173914,0.8714285714285714,18
carcinogens_lagunin,GPR-RBF-RDKit,random,0.8224195338512763,0.6024031253142673,0.7405660377358491,0.877120487168334,0.7789044967168148,0.8642857142857143,19
carcinogens_lagunin,GPC-RBF-RDKit,random,0.8739878542510121,0.0,0.5,0.4071428571428571,0.4488188976377952,0.8142857142857143,0
carcinogens_lagunin,GPC-RBF-RDKit,random,0.8238282530317929,0.0,0.5,0.4035714285714286,0.4466403162055336,0.8071428571428572,1
carcinogens_lagunin,GPC-RBF-RDKit,random,0.8492297607341855,0.0,0.5,0.4035714285714286,0.4466403162055336,0.8071428571428572,2
carcinogens_lagunin,GPC-RBF-RDKit,random,0.8627272727272728,0.0,0.5,0.3928571428571428,0.44,0.7857142857142857,3
carcinogens_lagunin,GPC-RBF-RDKit,random,0.8213968629772121,0.0,0.5,0.3892857142857143,0.4377510040160642,0.7785714285714286,4
carcinogens_lagunin,GPC-RBF-RDKit,random,0.8049768518518517,0.0,0.5,0.3857142857142857,0.435483870967742,0.7714285714285715,5
carcinogens_lagunin,GPC-RBF-RDKit,random,0.8182397959183674,0.0,0.5,0.4,0.4444444444444445,0.8,6
carcinogens_lagunin,GPC-RBF-RDKit,random,0.8684848484848484,0.0,0.5,0.3928571428571428,0.44,0.7857142857142857,7
carcinogens_lagunin,GPC-RBF-RDKit,random,0.82421875,0.0,0.5,0.3857142857142857,0.435483870967742,0.7714285714285715,8
carcinogens_lagunin,GPC-RBF-RDKit,random,0.8688956714761377,0.0,0.5,0.3785714285714285,0.4308943089430894,0.7571428571428571,9
carcinogens_lagunin,GPC-RBF-RDKit,random,0.9022668153102936,0.0,0.5,0.4178571428571428,0.4552529182879377,0.8357142857142857,10
carcinogens_lagunin,GPC-RBF-RDKit,random,0.8462192013593883,0.0,0.5,0.3821428571428571,0.4331983805668016,0.7642857142857142,11
carcinogens_lagunin,GPC-RBF-RDKit,random,0.8305012744265081,0.0,0.5,0.3821428571428571,0.4331983805668016,0.7642857142857142,12
carcinogens_lagunin,GPC-RBF-RDKit,random,0.8779130434782609,0.0,0.5,0.4107142857142857,0.4509803921568627,0.8214285714285714,13
carcinogens_lagunin,GPC-RBF-RDKit,random,0.8645542093817956,0.0,0.5,0.3964285714285714,0.4422310756972111,0.7928571428571428,14
carcinogens_lagunin,GPC-RBF-RDKit,random,0.8218616846935431,0.0,0.5,0.4035714285714286,0.4466403162055336,0.8071428571428572,15
carcinogens_lagunin,GPC-RBF-RDKit,random,0.801272565847884,0.0,0.5,0.3892857142857143,0.4377510040160642,0.7785714285714286,16
carcinogens_lagunin,GPC-RBF-RDKit,random,0.8501275510204082,0.0,0.5,0.4,0.4444444444444445,0.8,17
carcinogens_lagunin,GPC-RBF-RDKit,random,0.9191676670668266,0.0,0.5,0.425,0.4594594594594594,0.85,18
carcinogens_lagunin,GPC-RBF-RDKit,random,0.8584905660377358,0.0,0.5,0.3785714285714285,0.4308943089430894,0.7571428571428571,19
carcinogens_lagunin,SVC-RBF-RDKit,random,0.88444669365722,0.6396831143993377,0.7753036437246963,0.8715846994535519,0.8112480739599384,0.9,0
carcinogens_lagunin,SVC-RBF-RDKit,random,0.7910521140609637,0.5008823563029575,0.6904293674205179,0.8293650793650793,0.7285437289519339,0.8642857142857143,1
carcinogens_lagunin,SVC-RBF-RDKit,random,0.8443133398885612,0.5921481005098899,0.7177974434611603,0.9024833434282252,0.7666666666666666,0.8857142857142857,2
carcinogens_lagunin,SVC-RBF-RDKit,random,0.816969696969697,0.5784074945196682,0.7242424242424242,0.872983870967742,0.765886287625418,0.8714285714285714,3
carcinogens_lagunin,SVC-RBF-RDKit,random,0.806303640130216,0.5063934647730337,0.7259544243859131,0.7837235228539576,0.7476237299246149,0.8428571428571429,4
carcinogens_lagunin,SVC-RBF-RDKit,random,0.7806712962962963,0.529159588934238,0.6828703703703703,0.8827983040581466,0.7219858156028368,0.85,5
carcinogens_lagunin,SVC-RBF-RDKit,random,0.8411989795918368,0.5242224339966228,0.6607142857142857,0.9274809160305344,0.7041485930374819,0.8642857142857143,6
carcinogens_lagunin,SVC-RBF-RDKit,random,0.883030303030303,0.5241184277075424,0.6787878787878788,0.8841145833333333,0.7198879551820729,0.8571428571428571,7
carcinogens_lagunin,SVC-RBF-RDKit,random,0.8525752314814815,0.5267437242721539,0.7048611111111112,0.8385939741750359,0.7402597402597402,0.85,8
carcinogens_lagunin,SVC-RBF-RDKit,random,0.8430910099889013,0.540628718960347,0.6764705882352942,0.9140625,0.7138610182088443,0.8428571428571429,9
carcinogens_lagunin,SVC-RBF-RDKit,random,0.8840579710144927,0.6551840149720332,0.7565960609438871,0.9182313749242884,0.8087431693989071,0.9142857142857144,10
carcinogens_lagunin,SVC-RBF-RDKit,random,0.8269612007929765,0.591105233096441,0.7330784480317191,0.8747723132969034,0.7722407740388733,0.8642857142857143,11
carcinogens_lagunin,SVC-RBF-RDKit,random,0.857405834041348,0.4912262402467497,0.661993769470405,0.8723958333333333,0.6955082742316785,0.8357142857142857,12
carcinogens_lagunin,SVC-RBF-RDKit,random,0.8403478260869566,0.562165931332685,0.6799999999999999,0.9389312977099236,0.7321855571496891,0.8857142857142857,13
carcinogens_lagunin,SVC-RBF-RDKit,random,0.8608263435849642,0.5360683406222958,0.6851506679092886,0.8880208333333333,0.7285437289519339,0.8642857142857143,14
carcinogens_lagunin,SVC-RBF-RDKit,random,0.8279252704031466,0.5008823563029575,0.6904293674205179,0.8293650793650793,0.7285437289519339,0.8642857142857143,15
carcinogens_lagunin,SVC-RBF-RDKit,random,0.824060372891388,0.5923569546816482,0.744303048239124,0.8590691605045672,0.7808695652173913,0.8714285714285714,16
carcinogens_lagunin,SVC-RBF-RDKit,random,0.8319515306122448,0.5176585763718514,0.6741071428571429,0.8847780126849893,0.7169911692733271,0.8642857142857143,17
carcinogens_lagunin,SVC-RBF-RDKit,random,0.8915566226490597,0.6952687917708211,0.8011204481792717,0.9013333333333332,0.8406193078324227,0.9285714285714286,18
carcinogens_lagunin,SVC-RBF-RDKit,random,0.83157602663707,0.5577954598817947,0.701165371809101,0.8866666666666667,0.7402597402597402,0.85,19
carcinogens_lagunin,GPR-MGK,random,0.8901821862348178,0.6511071792397142,0.8302968960863697,0.8208784005244183,0.8254509184606433,0.8928571428571429,0
carcinogens_lagunin,GPR-MGK,random,0.7736807604064242,0.528413997677971,0.7564732874467388,0.7721739130434783,0.7638326585695006,0.8571428571428571,1
carcinogens_lagunin,GPR-MGK,random,0.8544739429695183,0.5650266029685015,0.7653228449688627,0.8008175399479747,0.7808695652173913,0.8714285714285714,2
carcinogens_lagunin,GPR-MGK,random,0.8163636363636363,0.5476669112048863,0.7515151515151515,0.798132183908046,0.7705670272041953,0.8571428571428571,3
carcinogens_lagunin,GPR-MGK,random,0.8430008878366381,0.568872968748172,0.7397158922758212,0.8375,0.7722407740388731,0.8642857142857143,4
carcinogens_lagunin,GPR-MGK,random,0.8159722222222223,0.5264017148833187,0.6938657407407407,0.8573333333333333,0.7315313669984477,0.85,5
carcinogens_lagunin,GPR-MGK,random,0.8007015306122449,0.4481290797651359,0.6875,0.76775956284153,0.7138610182088443,0.8428571428571429,6
carcinogens_lagunin,GPR-MGK,random,0.886969696969697,0.5389122264075297,0.759090909090909,0.7802359882005899,0.7687042718904884,0.85,7
carcinogens_lagunin,GPR-MGK,random,0.833767361111111,0.5192787281643267,0.7505787037037037,0.7690276483379932,0.7589639943109514,0.8357142857142857,8
carcinogens_lagunin,GPR-MGK,random,0.8716703662597113,0.6024031253142673,0.7405660377358491,0.877120487168334,0.7789044967168148,0.8642857142857143,9
carcinogens_lagunin,GPR-MGK,random,0.8725380899293943,0.645329291688177,0.8047194351542177,0.8416666666666667,0.8214110489647728,0.9071428571428573,10
carcinogens_lagunin,GPR-MGK,random,0.8198810535259133,0.5463039018458238,0.7342112715944491,0.8185670261941449,0.7624242424242424,0.85,11
carcinogens_lagunin,GPR-MGK,random,0.8406966864910791,0.6150445301778191,0.7587085811384877,0.865546218487395,0.7935103244837757,0.8714285714285714,12
carcinogens_lagunin,GPR-MGK,random,0.8069565217391305,0.6223694787792393,0.751304347826087,0.8853333333333333,0.7958333333333334,0.9,13
carcinogens_lagunin,GPR-MGK,random,0.8244796520658588,0.590044871642616,0.7788132960546754,0.8121739130434782,0.7935103244837758,0.8714285714285714,14
carcinogens_lagunin,GPR-MGK,random,0.8615208128482466,0.4648865355347908,0.7291052114060963,0.73582995951417,0.7323580749729864,0.8357142857142857,15
carcinogens_lagunin,GPR-MGK,random,0.7660550458715596,0.5468228741583097,0.7351287363125185,0.8179271708683473,0.7638326585695007,0.8571428571428571,16
carcinogens_lagunin,GPR-MGK,random,0.8290816326530612,0.5548264797092158,0.7321428571428572,0.831511839708561,0.765886287625418,0.8714285714285714,17
carcinogens_lagunin,GPR-MGK,random,0.8219287715086034,0.5144957554275265,0.7521008403361344,0.7625,0.7571180732727829,0.8785714285714286,18
