batch_size,metric,learning_type,dataset,split_type,model,seed,traj
8,roc_auc,active,ames,random,DMPNN+RDKitNorm_BinaryClassification_Config,7,"[0.467415057966239, 0.4884275829157719, 0.5432890964387027, 0.5639408710274851, 0.5662852749466922, 0.5778974597872236, 0.5929050535349747, 0.6227403392757724, 0.5899395151363656, 0.6110050637609693, 0.6242553014206558, 0.6342426893607996, 0.635738714478872, 0.618937784292115, 0.6396501573666928, 0.6532232713335074, 0.6670198422166926, 0.6884290978779168, 0.6901353239935918, 0.7266250809557897, 0.7381520491756712, 0.7284203110974765, 0.7342680649767264, 0.7399681100468503, 0.744211897755205, 0.7573011706869974, 0.7526331935780755, 0.7555097279506728, 0.7601455121140159, 0.7581069411778072, 0.7612324974529698, 0.7603557131116186, 0.7671541057367828, 0.7615089780444111, 0.761063011063011, 0.7653853874326315, 0.7689029401627826, 0.7697087106535927, 0.7767958929376252, 0.7790048971151334, 0.776883003260956, 0.7815935886802028, 0.7760298902031185, 0.7822147231596049, 0.7883294891168907, 0.7915876045797307, 0.7851707930448089, 0.7848924187506866, 0.7920515617366011, 0.7905602708752315, 0.7962944025936152, 0.7985138221358693, 0.8012871497123466, 0.8050518306423818, 0.8007758499884484, 0.8024053811455386, 0.7986567966882927, 0.8129495176739272, 0.8093524294311696, 0.8116210852431325, 0.8167198797120057, 0.819560433733662, 0.8112792719091931, 0.8130820768616044, 0.8105757613631629, 0.8171137698696754, 0.8123473202213359, 0.8150136535963307, 0.8098012369665912, 0.8118000401464969, 0.8144247120625072, 0.811983729306564, 0.8116333943105596, 0.8204324838183107, 0.8183172179235171, 0.8281408005817456, 0.8211464097290868, 0.8242000053023676, 0.8213130555650241, 0.8237862312665462, 0.8305363344733424]"
8,roc_auc,active,ames,random,DMPNN+RDKitNorm_BinaryClassification_Config,8,"[0.6645797523781337, 0.5922340227739264, 0.63930247735698, 0.66301361806433, 0.6261150762482594, 0.6882178510853851, 0.6997812534386655, 0.7357454268119159, 0.7262898078900538, 0.7202301676740771, 0.7001825101405061, 0.7048496093675891, 0.7062762998630225, 0.7281851055030033, 0.7308961968832883, 0.7319130933002462, 0.7356050343961419, 0.7311674957407976, 0.7353944457724809, 0.7593104835190688, 0.7411657123776784, 0.7458536807476465, 0.7457853817345672, 0.7431938136271709, 0.7452276064610867, 0.7477394923865572, 0.7492155099469925, 0.7495968461033515, 0.7557096077739455, 0.7563831119306993, 0.7536796093296452, 0.7622302663282071, 0.7666564218147047, 0.7689691022853609, 0.7690402470906517, 0.7706329421317639, 0.7704166619236796, 0.7706471710928221, 0.7689823826490152, 0.7729902066804024, 0.7702904984689638, 0.7727928984203956, 0.7703929469885827, 0.7743950794355465, 0.784387604488004, 0.7798409771312138, 0.77346165959013, 0.77869791725954, 0.7797271454427483, 0.7835338668245133, 0.7912535524972777, 0.7834048575775858, 0.7866822616079865, 0.7879647652980304, 0.7885500498962236, 0.7854139868790008, 0.7885747134287242, 0.7926641168368451, 0.7955231894121352, 0.7987171168709947, 0.7983452666886741, 0.7962972448937001, 0.7988290513646522, 0.797182286271519, 0.8018911237843724, 0.8037323513453009, 0.8069670684925269, 0.8043062527746474, 0.8104247060296645, 0.811225322238538, 0.8175657472860628, 0.8163543884013099, 0.8144183010999936, 0.8173248035454778, 0.8188501481709145, 0.8251203770105523, 0.8197399325357526, 0.8258365680504806, 0.8262463621289562, 0.8256155448553768, 0.8256240822320117]"
8,roc_auc,active,ames,random,DMPNN+RDKitNorm_BinaryClassification_Config,9,"[0.3217085085708212, 0.341713101437833, 0.3562053049511865, 0.4198032279124849, 0.4680691359336805, 0.5142682537995537, 0.5725302901477308, 0.6891729802772422, 0.7083453532332264, 0.7386639691480801, 0.7362270926013088, 0.7595235564732854, 0.7637956819458573, 0.7715750876820066, 0.7652039081122937, 0.7719205016473588, 0.7809430180829904, 0.7772098902266826, 0.782542930021408, 0.7812428829540106, 0.7857237751089383, 0.7776729726857264, 0.7740707984756235, 0.7775268360080774, 0.7789179812641392, 0.78382210042057, 0.7882232816604163, 0.7911725855184246, 0.7938049435950383, 0.7950594415681035, 0.797175576575619, 0.7969952780772207, 0.7983029166603405, 0.7965853362282314, 0.7977382976785145, 0.8020075763326906, 0.806801618511152, 0.8072552115755431, 0.8097243520641331, 0.8150649833745806, 0.8136605529660053, 0.8127277454716608, 0.8137848640359533, 0.8184024034738776, 0.8187943154730274, 0.8236936899321319, 0.8227684739535096, 0.821363094605469, 0.8230370238221763, 0.8236452940194038, 0.8190865888283254, 0.820696939100861, 0.8224059790777827, 0.8242393301246527, 0.8243086027056162, 0.8271867361037305, 0.8252072483792114, 0.8269134415377375, 0.8242564110350273, 0.8225881754551114, 0.8264645931706724, 0.8261248728421118, 0.8269741736635137, 0.8257433991770797, 0.8264323292288538, 0.8272683448977424, 0.8255963135599653, 0.8290751256395852, 0.8278111382718673, 0.8277171932648072, 0.8303296236126505, 0.8290969512472861, 0.8283966339219287, 0.8279373472207461, 0.8302072104216328, 0.8331327907930096, 0.8288407375916675, 0.8284317446821433, 0.8268944627484323, 0.8289603039642894, 0.8288340950154108]"
8,roc_auc,active,ames,random,DMPNN+MorganCount_BinaryClassification_Config,0,"[0.5350154263899959, 0.5873812511202724, 0.6329739562874458, 0.6762841659261747, 0.7033632962515206, 0.7168313546620495, 0.7220427667583225, 0.7005011193190269, 0.7172623020216389, 0.7312928802157026, 0.7235911262980859, 0.7296320167192321, 0.7325800017542989, 0.73363639483931, 0.7322768131252073, 0.735913169827583, 0.7396353346325316, 0.7387505577526667, 0.7350951325830528, 0.72751923054921, 0.72918486116249, 0.7275840633378208, 0.7290656832422497, 0.7280016627703432, 0.72413839130783, 0.7265543661069436, 0.7279435039452659, 0.7374224390095075, 0.7316027428083276, 0.737216499563332, 0.7411798804788474, 0.741619408648694, 0.7516522826862132, 0.7576025978879766, 0.7662224985031253, 0.7631276862703222, 0.764064901435093, 0.7684058380019297, 0.7632440039204769, 0.7627224813415048, 0.7674409735596635, 0.7660794849988368, 0.7705043228215229, 0.7698378798915386, 0.763814151090907, 0.7724092626986457, 0.7790870399255567, 0.7816917925503312, 0.7870004538295203, 0.7846626597460844, 0.7771773329316243, 0.7851937165586756, 0.7897682418491836, 0.7886250872382377, 0.7896071133010185, 0.7883361999595748, 0.7880597071846172, 0.7854072833917464, 0.7944495505562272, 0.7950769031283728, 0.7946230736080973, 0.7973613055035411, 0.797162993444261, 0.7942245426428133, 0.7948147117038439, 0.798070652484812, 0.7981945975218621, 0.7940891565254202, 0.8009890813956593, 0.7915206339883987, 0.8001920194650913, 0.7974232780220661, 0.8024811889570693, 0.8071281744230835, 0.8049162322234213, 0.7950177908799334, 0.8020855182618711, 0.8055760011898724, 0.8067353639979712, 0.8063940384344026, 0.8082923043479919]"
8,roc_auc,active,ames,random,DMPNN+MorganCount_BinaryClassification_Config,1,"[0.3401770510247522, 0.3798025755640698, 0.4812211123274341, 0.6220209587666484, 0.6513238916256158, 0.6910282871130572, 0.6795634920634921, 0.6846606458675424, 0.6863749011737517, 0.6910577449370553, 0.6963458994708995, 0.6936557349632062, 0.6906491364106306, 0.6985457337468832, 0.7036067779602262, 0.7158023170954205, 0.7166337879340754, 0.7125239463601534, 0.7104875554947394, 0.7101568676640515, 0.7182995803685458, 0.7203891853676336, 0.719367664051572, 0.716571071276531, 0.7167886790731619, 0.7201658760566806, 0.717910927142249, 0.7153043848446148, 0.7222792373654443, 0.7293814237061362, 0.7262759989053093, 0.7258597883597884, 0.7265990847169008, 0.7335663352186341, 0.7347883597883598, 0.7367145213768777, 0.739267849540838, 0.7443688043544365, 0.7437777473697015, 0.7409374429848569, 0.7464916681870706, 0.7454188332421091, 0.7509797102110322, 0.7553394681627439, 0.7494365003344889, 0.7536755762330476, 0.7530113498145108, 0.7581436629568813, 0.7588078893754181, 0.7624530575320805, 0.7505349920939001, 0.7612253314480327, 0.7618895578665693, 0.7665695508727118, 0.7694041537432342, 0.7697538466216627, 0.7753850422672262, 0.772391747248069, 0.7750648072127957, 0.7737401553852703, 0.7813374232196071, 0.7829956136349815, 0.7860098142066532, 0.7837073526728698, 0.786672140120416, 0.7871843261570274, 0.7890078604877455, 0.7897224502827951, 0.786054476068844, 0.7816177476737823, 0.7889660493827161, 0.7884557638508788, 0.789298637718178, 0.7918519658821382, 0.7926397251109893, 0.7877297710271849, 0.794584891747248, 0.7983687967524175, 0.8001771270449431, 0.799417875387703, 0.7981122286079183]"
8,roc_auc,active,ames,random,DMPNN+MorganCount_BinaryClassification_Config,2,"[0.6702251774807269, 0.5501330628865114, 0.5766789181110408, 0.6344087661372111, 0.6906402269313182, 0.7067612340915503, 0.6931261009142831, 0.6836782547029532, 0.6874432862339008, 0.6996343630138553, 0.6971818500697722, 0.7052542683066318, 0.7093691141595687, 0.7024157204840592, 0.7170974371096759, 0.7154236661303482, 0.7152196872068994, 0.7159345666115097, 0.7194593986625084, 0.7281313624267011, 0.7258875942687641, 0.7257551032857764, 0.732194736962506, 0.7373637916441083, 0.7359673938737694, 0.7426071937837899, 0.742898864580871, 0.7472138766670988, 0.7504661013718059, 0.7554130668517092, 0.758680542317048, 0.7638324398929397, 0.7620261779306243, 0.751041817585652, 0.7566903180546131, 0.7557647875187775, 0.7616468152599111, 0.7592333823899468, 0.7566035793535202, 0.7598376937799772, 0.7602141969330719, 0.7648008631930518, 0.7663040162878123, 0.7627524954057083, 0.7563252529719919, 0.7626838669828657, 0.7642375382222188, 0.7658817608528226, 0.7653184358819896, 0.7677938249670202, 0.7626771947750894, 0.7649447922465133, 0.7674640272683599, 0.7666300012963146, 0.76441864100472, 0.7692512257798857, 0.7726330819499623, 0.7709650300058715, 0.7748387232063199, 0.7771339626813887, 0.7797542339924204, 0.7788229844213479, 0.7801374093532916, 0.7777001471698402, 0.7792681159972854, 0.781816899367856, 0.7847793596205611, 0.783344834948643, 0.7840139620713583, 0.7790384014152706, 0.7841035602900696, 0.786584668410337, 0.7884471675524818, 0.787549279020291, 0.7900637481794405, 0.7814194264188926, 0.7866971427699956, 0.7875387941223568, 0.7879410329340175, 0.7854208447396314, 0.7881640753082559]"
8,roc_auc,active,ames,random,DMPNN+MorganCount_BinaryClassification_Config,3,"[0.5985941693906296, 0.6546755352065086, 0.6449072334028086, 0.6567503027680018, 0.6543423954928381, 0.6558904036780142, 0.6573444493798475, 0.655602821532025, 0.6722398757796988, 0.6879989977335109, 0.6909165802971113, 0.6967023913926569, 0.7025404038678376, 0.705195081301276, 0.7060246086794759, 0.7085169872780491, 0.7065722486076469, 0.7117041187837647, 0.7123760929070664, 0.7116424262441962, 0.7111318018397664, 0.7114858221052912, 0.7210329798825375, 0.7213813054521019, 0.7279814580699537, 0.7258136771411108, 0.7356351294404392, 0.7443005584598504, 0.742676620995205, 0.7439389452663789, 0.7390253717687345, 0.7354434080097797, 0.7335214481232182, 0.7355724877848773, 0.7423956826611694, 0.742707941822986, 0.7468489349020323, 0.7465395230881957, 0.7494466653758689, 0.7544067455571879, 0.7539568645763335, 0.7536825700542515, 0.7559338731905104, 0.7591153100002658, 0.7545586041161263, 0.7556367998845875, 0.7595898679969476, 0.7605143069744841, 0.7625596519401828, 0.76299055060117, 0.7634840909177192, 0.7677437234959359, 0.7708805518540032, 0.7706964233512906, 0.7691332293102205, 0.769523315983493, 0.7669701939613445, 0.7709488882055255, 0.7716626234325349, 0.7747947062106355, 0.7760304552339949, 0.7749589032774873, 0.7757485677839661, 0.7741578493790884, 0.7778603508692004, 0.7803233068719795, 0.7823961762014859, 0.7801439239492338, 0.7794596113180184, 0.7729429809075827, 0.7787155043792213, 0.7753110253110252, 0.7773174565209964, 0.7812069338618011, 0.7808908782360109, 0.7706299852317551, 0.7705227351245051, 0.7770811266386488, 0.780110704889466, 0.7810256527070686, 0.7842573926644724]"
8,roc_auc,active,ames,random,DMPNN+MorganCount_BinaryClassification_Config,4,"[0.4482123117972174, 0.6432828282828282, 0.5965694682675814, 0.6482408995616542, 0.6475490756622833, 0.6374652182199352, 0.6477949304364399, 0.6698360968172289, 0.6674118543929866, 0.6579512102153612, 0.6757175528873642, 0.6729674099485421, 0.6777987421383649, 0.678248522965504, 0.7102668191347437, 0.7011320754716981, 0.7136611396988756, 0.7170916714312942, 0.7195254431103489, 0.7240823327615781, 0.7436554221459882, 0.7456908709738899, 0.7489231942062131, 0.7479435868115114, 0.7448160853821231, 0.7377434724604536, 0.7421364589289118, 0.7431618067467125, 0.7423661139698876, 0.7411511339813226, 0.7425080998665905, 0.7457480465027635, 0.7423556317895941, 0.7525462168858396, 0.7543701162569088, 0.7511701924909472, 0.7551972555746141, 0.7603678292357539, 0.7544577854011816, 0.765648942252716, 0.7641461787688203, 0.7670354488279016, 0.7662054507337527, 0.7584486373165618, 0.7580741376024394, 0.7622079283400038, 0.7674213836477988, 0.7752734896131123, 0.7727482370878597, 0.7764389174766533, 0.7739108061749571, 0.7785020011435105, 0.7795616542786354, 0.7779226224509245, 0.7781694301505623, 0.7796436058700209, 0.7831694301505622, 0.7794787497617687, 0.7832923575376406, 0.7829388221841052, 0.786864875166762, 0.7853430531732419, 0.7852144082332762, 0.7839412997903564, 0.7869096626643797, 0.7860215361158758, 0.7880121974461597, 0.7905174385363065, 0.7929998094149037, 0.7904974271012009, 0.791462740613684, 0.7942719649323423, 0.7936315990089575, 0.7952410901467506, 0.7923165618448638, 0.7891385553649706, 0.7940365923384792, 0.7979740804269106, 0.7959586430341148, 0.7991156851534209, 0.7984324375833809]"
8,roc_auc,active,ames,random,DMPNN+MorganCount_BinaryClassification_Config,5,"[0.3841508508543029, 0.5454223233821123, 0.6514562809179494, 0.6716346135423971, 0.6712782548386231, 0.665584179206278, 0.6822793928873869, 0.6923647273855916, 0.6982561414399191, 0.6992313381077737, 0.7001356462162752, 0.7131618979741199, 0.7036551673927955, 0.7160817402566548, 0.7125181532189153, 0.7154245841523836, 0.7219108873331725, 0.7246075264490963, 0.7275580232437838, 0.7274469006372306, 0.7314185758680016, 0.7298072980729808, 0.7278827694819004, 0.7311781295383047, 0.72894130810467, 0.7318448651776238, 0.7381922651002212, 0.7323880248148276, 0.7297431151881613, 0.7300697773332874, 0.7321370409965782, 0.7346286780624817, 0.7326150597954578, 0.7368808267521927, 0.7392469719089714, 0.7402001356462162, 0.7427138056427294, 0.7442235403662448, 0.739186620838171, 0.7466634479428906, 0.7491637065903369, 0.7530367126101166, 0.7520988761289482, 0.7575745383622061, 0.7547476175696336, 0.7594866135577243, 0.7607252474393903, 0.7620577607645236, 0.7683630107329111, 0.7677221398382208, 0.7577757085982074, 0.768856356787867, 0.7710749771049112, 0.7760984852839181, 0.7777816095917969, 0.7758867775593643, 0.7737754480348542, 0.7744651745582876, 0.7715654492993529, 0.7771627716277163, 0.7755352086231142, 0.7753512815501986, 0.7796553666471244, 0.7742247282285908, 0.7787405210500703, 0.7779214708034932, 0.7776886881018343, 0.7796706939032008, 0.782489951067735, 0.7766684676192557, 0.7780795331317799, 0.7806545121525982, 0.7851377345549158, 0.783057059542558, 0.7818232154284159, 0.777582355262805, 0.7825503021385355, 0.7840150130473268, 0.7842736604936142, 0.7885882830790925, 0.7901104711981699]"
8,roc_auc,active,ames,random,DMPNN+MorganCount_BinaryClassification_Config,6,"[0.3190403700845755, 0.3388252641551237, 0.4146127634866184, 0.5018126045733408, 0.5990190161128895, 0.6519035213043113, 0.6633808035816608, 0.6982022935464401, 0.7092784725989196, 0.7020376043823393, 0.6922927060333566, 0.6853192399666894, 0.7024215174690005, 0.6905889723353376, 0.7104092016899815, 0.7044614138697676, 0.7004446515749986, 0.7016594213417476, 0.6984238553277968, 0.6899414771294762, 0.6886827770095272, 0.6936946573050448, 0.6957202285906379, 0.6986568772012927, 0.7016021208810519, 0.7123230370772181, 0.7068661232036305, 0.7060715568153169, 0.710399651613199, 0.7177895010275883, 0.7190310110093285, 0.7239989609516461, 0.7226753203095753, 0.7228453116763058, 0.7249854838832905, 0.7285810877919459, 0.7307651903521304, 0.7355717439968217, 0.7363453002162137, 0.7393717195486251, 0.7416837931376968, 0.7471817723414497, 0.7485197380986943, 0.7498491087868346, 0.739648671775321, 0.7454713535896829, 0.7436463339165247, 0.7447302676313517, 0.7513093155268968, 0.7446662821169081, 0.7385055275844417, 0.7423236482821322, 0.7486973695268511, 0.7449489643896737, 0.7442785489995339, 0.7486543941813292, 0.752879348149959, 0.7484080022003377, 0.7470805415275539, 0.7546403823086737, 0.7548934593434131, 0.7538353108358992, 0.7570804269266325, 0.7535010581485075, 0.75584560199864, 0.7593361550626867, 0.7609950033998274, 0.7642649496901955, 0.7634617882327773, 0.7583324419928336, 0.7671700830474678, 0.7656353857085012, 0.772217298627081, 0.7719613565693068, 0.7744462865481438, 0.7672264285004851, 0.775461459710136, 0.7751558572530923, 0.7724274003162985, 0.7768118405671981, 0.7768338057437982]"
8,roc_auc,active,ames,random,DMPNN+MorganCount_BinaryClassification_Config,7,"[0.5854760579170027, 0.6593815924524586, 0.6116659659966747, 0.683817931849428, 0.6667215840444186, 0.6658410122977053, 0.6864369226573951, 0.7071142622323725, 0.7108126635685691, 0.7148670810088132, 0.701493752674855, 0.719385455605928, 0.7192869830665107, 0.7194981309154538, 0.7130548075429965, 0.7179822219192298, 0.7211768983422526, 0.720529252025315, 0.7240941473224938, 0.7293955679782451, 0.7293273946817254, 0.7263486003643483, 0.7206750671317601, 0.7313328258210147, 0.7331924418538592, 0.7369646975946189, 0.7421619646029095, 0.7415228399480368, 0.7445111027788193, 0.747691576431734, 0.7455232868618695, 0.7482341222498703, 0.7437024917339878, 0.7461188563550769, 0.7408799278878019, 0.7409017054686347, 0.7403970337041204, 0.7392693337575228, 0.733734040820655, 0.7376161313169187, 0.7390695481246663, 0.7388460912082959, 0.7396632239151923, 0.7414442512867709, 0.7420237243071889, 0.7449883158544576, 0.7454948813216529, 0.7443899058072287, 0.749909102271307, 0.7503569629553881, 0.7479093522400609, 0.7545742388262073, 0.7561876735105081, 0.7541367935068723, 0.7574867535497457, 0.7565730420061129, 0.764314498566467, 0.7640692640692641, 0.7647651998045699, 0.7647595186965266, 0.7651448871921313, 0.7663833687455734, 0.7675527301511553, 0.7644612605242528, 0.7711280408130803, 0.771132775069783, 0.770879018910515, 0.7702228509315123, 0.7709329894369263, 0.7747042983263456, 0.7757496222063152, 0.7743340794521898, 0.7765355088189733, 0.7783023334204437, 0.7786308908356152, 0.7742138293319395, 0.7813436199262971, 0.7788647631167316, 0.7825054065211545, 0.7818255672586382, 0.7835535709551457]"
8,roc_auc,active,ames,random,DMPNN+MorganCount_BinaryClassification_Config,8,"[0.673627474416328, 0.6565176230425693, 0.6390966317203384, 0.5921429574231541, 0.5637438483458358, 0.6603831574633747, 0.6721211017389688, 0.6866934550573522, 0.6762057621600701, 0.6917475820252175, 0.7074734297867173, 0.707467738202294, 0.6908976387513422, 0.6864164646154196, 0.6872246696035242, 0.6952972335105314, 0.6889587056578144, 0.6879057625395091, 0.6979191567348517, 0.7062061036551355, 0.7130454909371005, 0.7232486046132189, 0.7326662796389258, 0.7386139853612449, 0.7380789764254574, 0.7381349436722862, 0.7472006890611542, 0.7538399222909007, 0.7566942518791715, 0.7533902871214623, 0.7551537296952726, 0.7608813608198918, 0.7569541675678343, 0.7657818150083289, 0.7589651940640569, 0.7656300394237081, 0.7674779071664637, 0.7711489791194739, 0.7735849772526342, 0.780262154378536, 0.7781069410769237, 0.7757069896451108, 0.7717835907826688, 0.777392647231803, 0.7702288396377117, 0.7729294964465542, 0.7749016304492178, 0.7743656729160264, 0.779877972429965, 0.782035082926385, 0.7749727752545088, 0.7793552952604279, 0.780886331470288, 0.7814004712631903, 0.785208141242359, 0.7886676759743044, 0.7898316049888635, 0.7852128842293784, 0.7843989876568506, 0.7837748105650985, 0.785622678307854, 0.7871224108033861, 0.7841001794746287, 0.7843155110853092, 0.7857791968794939, 0.7889636383643145, 0.7885405639221846, 0.7911387722114083, 0.7871024902579047, 0.7832369558370993, 0.7883394612725625, 0.789507184676737, 0.7895916098456822, 0.7912630384713164, 0.7883565360258322, 0.7814061628476136, 0.7860647246980614, 0.7896380911184722, 0.7859527902044038, 0.7932399154609993, 0.7921983555115407]"
8,roc_auc,active,ames,random,DMPNN+MorganCount_BinaryClassification_Config,9,"[0.338188740263881, 0.3865001973794087, 0.539976921792205, 0.6316160059517484, 0.628790064224223, 0.6792964183228822, 0.7085930264336577, 0.7145855791567344, 0.7445948408059153, 0.7461226333449736, 0.747523267995688, 0.7411805566099327, 0.7438072210497548, 0.7323478280673519, 0.7457449554378027, 0.7512364681232255, 0.7494220958656604, 0.7468893764328987, 0.7461833654707499, 0.7424815526167954, 0.7453169837389733, 0.7463864385163141, 0.7450759531147988, 0.7360600792554242, 0.7468400315807053, 0.743303334193705, 0.7426684936914505, 0.7447865265778966, 0.7429408393179782, 0.737495824666353, 0.7341565066881254, 0.7361739519912546, 0.7347761641589359, 0.741597141035179, 0.7459670072726721, 0.7457145893749146, 0.740451771100618, 0.7394895464828507, 0.742367679880965, 0.752506149127735, 0.7570809862897225, 0.7584019100253556, 0.760352929565917, 0.7598832045306166, 0.7526930902023898, 0.7607609735359762, 0.768796592927744, 0.7714792447960159, 0.7720941575695004, 0.7740679516572277, 0.7630782837101255, 0.7740935730227897, 0.7834074138742542, 0.7812295978014971, 0.786202040599426, 0.7829006801998087, 0.7868112597361189, 0.7879281614867224, 0.7915910678226015, 0.7961621092267283, 0.7955671241820141, 0.7933541973490429, 0.7968235200340099, 0.7950072498975145, 0.7942443025674507, 0.7922135721118079, 0.7906668007834444, 0.7937983010187813, 0.7973957305315579, 0.7886654874512246, 0.7954058044729211, 0.7965616127416, 0.797934728147822, 0.8004247453046475, 0.7970721421739064, 0.7869706815662816, 0.7987005222962815, 0.7997386620712692, 0.7998829008699877, 0.8031482015699255, 0.8048449053337989]"
8,roc_auc,active,ames,random,GaussianProcessRegressionDecisionBoundaryUncertainty_MarginalizedGraphKernel+RBFKernelRDKitNorm_Config,0,"[0.5313180505924573, 0.5359345265108899, 0.5305171749684416, 0.6298505413537849, 0.6377296320167192, 0.6556883144619068, 0.6638953827613429, 0.6887759188140938, 0.7185217742827397, 0.7309153245643809, 0.7572526915141506, 0.771350009343549, 0.7743437586999882, 0.7723301285596063, 0.7749520428048953, 0.7786303501351954, 0.7828092047305054, 0.774134005560365, 0.7780926193590707, 0.7810158153867277, 0.7887614267789926, 0.7852642698874579, 0.7799308196008587, 0.7846769610965132, 0.7885612078729888, 0.7909485799712448, 0.794577309286725, 0.8013447083096567, 0.8051755633778646, 0.8064150137483648, 0.8060603402577293, 0.8067429913848665, 0.8070499937074058, 0.8094373658056618, 0.8123910713809003, 0.8055092615545376, 0.805865841891897, 0.8084438986625377, 0.8067048544503896, 0.8049677170849652, 0.8078985404995176, 0.8068440542612304, 0.8060584334110056, 0.807381785037355, 0.8102134524222674, 0.8096127957042557, 0.8095727519230549, 0.8130794430482088, 0.8142092497320881, 0.8158272091772719, 0.8176711299592316, 0.8176901984264701, 0.8210443418137163, 0.8223266962355033, 0.8233859495906001, 0.8256207739509482, 0.8280310282098904, 0.8282026444150367, 0.8285515973655004, 0.8307025204699996, 0.8326684794422855, 0.8305499727320917, 0.8296861711661893, 0.8315396261817682, 0.8310285912597773, 0.8285859206065297, 0.8306472219150081, 0.8326227151209131, 0.834676389042496, 0.8354448482722061, 0.8341100555655135, 0.8333263415620126, 0.8366309069344389, 0.8375042427339606, 0.839611308363811, 0.8407191863103659, 0.8437815821488637, 0.8441057460919177, 0.8436881466593952, 0.8441591378001854, 0.844860857394561]"
8,roc_auc,active,ames,random,GaussianProcessRegressionDecisionBoundaryUncertainty_MarginalizedGraphKernel+RBFKernelRDKitNorm_Config,1,"[0.4135308337894545, 0.3890257252326217, 0.5082804993006143, 0.5126763668430335, 0.446668035030104, 0.4226456546858845, 0.4650155081189564, 0.4582896217235297, 0.457459101137262, 0.4843198853615519, 0.526890242048288, 0.5525812655841391, 0.5735552362707534, 0.5670232013622818, 0.6411390865413854, 0.6782255367025481, 0.7102775497172048, 0.7366185458857872, 0.7499847959618074, 0.7590996168582376, 0.7559333759046403, 0.7546220276105334, 0.7657665876056681, 0.7574480782095725, 0.7522616006811409, 0.755815544608648, 0.7602408699750653, 0.7604375722191814, 0.7610457337468832, 0.7689603858784892, 0.7725817977254759, 0.7816994693790671, 0.7842889071337347, 0.7884567141032658, 0.7912523566259198, 0.7954714772243507, 0.7935006537736422, 0.7986852307972997, 0.7986263151493036, 0.8013174299093839, 0.803890713373472, 0.8060382837681688, 0.8108370583226905, 0.8105918932068358, 0.8130834549656388, 0.8146741774615338, 0.8155598126862494, 0.8171182266009852, 0.8193399166818707, 0.8230287964483367, 0.8246917381256462, 0.8279111932129175, 0.8289716748768473, 0.829997947454844, 0.8297128717387338, 0.8315677643982241, 0.833797056498206, 0.8349544639056133, 0.8335784984491882, 0.8350266830870279, 0.8322975582314663, 0.8320751991729003, 0.8327289728151798, 0.8332953232378519, 0.8336583196496989, 0.8324438970990696, 0.8329133217782643, 0.8340878337286384, 0.8338645244176854, 0.8352889527458494, 0.8376949917898194, 0.8388390956638083, 0.8389284193881895, 0.8381131028401143, 0.8395707900018244, 0.8402188621297819, 0.8415283099191145, 0.8390909125463725, 0.8401846530438484, 0.841264139755519, 0.8421345709420421]"
8,roc_auc,active,ames,random,GaussianProcessRegressionDecisionBoundaryUncertainty_MarginalizedGraphKernel+RBFKernelRDKitNorm_Config,2,"[0.5852994105581015, 0.6368221990071755, 0.6549782295391982, 0.6504773488077717, 0.69469121022411, 0.6992435622726685, 0.6910901243699529, 0.7305095279127046, 0.7451655088797553, 0.757932301873556, 0.7537288109744474, 0.7552958266293532, 0.7677823868965465, 0.7681865320532861, 0.7778517016036175, 0.7835173591782891, 0.7771368221990071, 0.7794949710616816, 0.7787267139948605, 0.782059005192884, 0.786094737725044, 0.7910245460992367, 0.7954682364782943, 0.7916326701794252, 0.7927097551490381, 0.7996469448913764, 0.801128175017729, 0.8002321928306174, 0.7994849055596648, 0.7983887571392623, 0.7975156510930983, 0.8014903805827316, 0.8005638968743566, 0.8074858358560634, 0.8088850931440206, 0.8095389695061042, 0.8145316872679025, 0.8140875088645046, 0.8113080577393799, 0.8102919758122937, 0.8127854751755744, 0.8157784369495428, 0.8186818005048001, 0.8232799048352538, 0.8239051860211528, 0.8247630413066853, 0.8259983529178518, 0.8272355708740973, 0.8301923120915655, 0.8325313975034505, 0.8325123340526609, 0.83352269694451, 0.8330594550903226, 0.8345092305228724, 0.8342471080745152, 0.8346798484074394, 0.8344682441036747, 0.8315515361328647, 0.8315667868934962, 0.8344491806528851, 0.8325371165386874, 0.8340812560526456, 0.8385706987135984, 0.8383762515155444, 0.8392055116248923, 0.8409421919918255, 0.8415121891704348, 0.8411480772603533, 0.8407772931424956, 0.8420840926941232, 0.8425187393721262, 0.8423414492797827, 0.8431001746212092, 0.8427741896127069, 0.8443011720209546, 0.8449979411473147, 0.8450017538374726, 0.8447872900160894, 0.8434118620416193, 0.8448158851922739, 0.845103743299197]"
