SMILES,LOG SOLUBILITY PH 6.8 (ug/mL),uidx
CCCS(=O)(=O)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,1.738780558,787
CC(=O)N1CCC(c2ccccn2)CC1,1.684126926,595
Cc1nn(C)c2ncnc(N(C)Cc3cccc(Cl)c3)c12,1.351796307,1230
CC(C)c1nccn1-c1cccc([C@@H]2CCCN2C(=O)CCc2ccccc2)n1,1.707570176,239
CCOc1ccc(S(=O)(=O)N(CC)CC(=O)Nc2ccc3c(c2)OCO3)cc1,-0.356547324,1895
CN(C)[C@@H]1CN(C(=O)CCn2cnc3ccccc32)C[C@H]1O,2.179264464,222
Cn1c(=O)n(C)c2cc(CN3CCC(c4ccc(Cc5ccccc5F)cn4)CC3)ccc21,1.752509401,731
COc1ccc2nc(C)c(C(=O)Nc3ccccc3N3CCCC3)cc2c1,0.924279286,744
CN(C)c1ccc(-c2ccc(COCc3cccs3)cc2)nn1,0.130333768,1425
CC(C)(C)n1ncc(C(=O)N2CCCn3ncnc32)c1C(F)(F)F,1.664453929,965
Cn1c(=O)n(C2CCCC2)c(=O)c2c(F)cccc21,1.41447195,993
Cn1cnnc1CCn1ccnc1-c1cc2ccccc2s1,1.517855419,1013
O=C(CSC1CCCC1)NCCn1nc2c(cc1=O)CCCC2,1.783832143,1115
Cc1ccc(-c2nc(CC(=O)NCCC(C)C)cs2)cc1,0.912222057,1489
O=C1N=C(N2CCN(c3ccccc3)CC2)S/C1=C\c1ccc(O)cc1O,-0.070581074,1797
N#CCSCC(=O)NC1CCCCCC1,1.651181062,1092
COc1cc(C(=O)O)c(N)c(OC)c1OC,1.73183042,1160
O=C(NCCCNC(=O)c1cc2ccccc2[nH]1)c1ccc2c(c1)OCCO2,1.607455023,1415
CNC(=O)CC1CCN(c2ncccn2)CC1,1.698970004,608
COc1ccccc1-c1ccc(CC2(C(=O)NC3CC3)CCOCC2)cc1,1.621280168,1448
Cc1ccc(N2CCN(C(=O)c3c(C)nc4sccn34)CC2=O)cc1,1.789510204,1318
N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)cc(N3CCC(F)(F)C3)n2)c1,-0.148741651,1823
Cc1cc(OCC(=O)N(C)C2CCCCCCC2)no1,1.642068627,125
O=c1c2cc(OCc3ccc(Cl)cc3)ccc2nc2n1CCCCC2,-0.420216403,1883
O=C(O)c1ccc(N2CCCC2)c(F)c1,1.435844366,210
CN1C(=O)[C@@H](NC(=O)c2nnc(Cc3ccccc3)[nH]2)COc2ccccc21,1.618048097,1600
CCOC(=O)c1cccnc1-c1cccc2ccnn12,1.660675788,782
Cc1nn(Cc2csc(-c3cccs3)n2)c(N)c1C#N,1.597695186,1382
Nc1nccc2ccc(-c3cccc(F)c3)cc12,0.477121255,1706
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.632693441,1136
Cc1cccc(NC2CCN(C(=O)OC(C)(C)C)CC2)c1,-0.070581074,1795
Cc1ccc(C)c(OCCN(C)C(=O)c2ccc3c(c2)nnn3C)c1,1.465828815,1111
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1.004321374,1125
COc1ccncc1NCc1ccc2c(c1)OCCO2,1.492620722,1031
O=C(C1CCC(O)CC1)N1CCCN(c2ccc(F)cc2)CC1,1.906873535,97
Cc1cccc(COc2cccc(/C=C3\C(=O)NN(c4ccccc4)C3=O)c2)c1,0.712649702,1683
Cc1cc(C)c(NC(=O)c2cc(Cl)ccc2F)c(C)n1,1.798028793,1467
Cc1ccc2[nH]c(C3CN(C(=O)Cc4cccc5ccccc45)C3)nc2c1,-0.522878745,1890
CCc1noc(C2CCC(NCC3CCC(F)(F)CC3)CC2)n1,1.880470593,358
CN(C)C1(CNC(=O)N2CCCC(C)(C)CC2)CCOCC1,1.754806855,406
CC(=O)N1CCCN(C(=O)Cc2csc(C(C)C)n2)CC1,1.740993932,1530
Cc1nccc(-c2cccc(NCC(=O)N(C)c3ccccc3)c2)n1,1.582290683,1316
O=C(CN1CCc2ccccc21)N1CCNC1=O,1.439332694,1248
COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,1.733036683,377
CCCCOc1ccc(-c2cc3c(=O)[nH]ccn3n2)cc1,-0.698970004,1901
CC1(C)Cc2cc(CN3CCC4(CC3)NC(=O)N(Cc3ccccc3)C4=O)ccc2O1,1.560504415,883
Cc1cc(C(=O)NCCc2ccccn2)c(C)s1,1.613630435,778
Cc1ccc(NC(=O)CN(C)C(=O)c2ccccc2F)nc1,1.73239376,651
Cc1ccn(-c2ccc3[nH]c4c(c3c2)CCCC4=O)n1,0.984527313,1684
O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,-0.397940009,1994
CCNC(=O)N1CCC(c2nc(-c3ccccc3)no2)CC1,1.722551662,374
CCN1CCc2ncnc(N(C)Cc3ccc4c(c3)OCCO4)c2C1,1.589949601,1343
COc1ccccc1CNC(=O)C(C)N1CCCN(c2ccccc2C#N)CC1,1.670709595,225
Cc1ccc2nc(C)c(C(=O)NOCc3ccccc3)cc2c1,1.304490528,597
CCc1cc(NC(=O)Cc2c(C)nc3nc(SC)nn3c2C)[nH]n1,1.199480915,1955
CCOC(=O)N1CCN(C(=O)Nc2cccc3c2CCCC3)CC1,1.712902125,894
Cc1ccc(OCc2noc(-c3ccsc3)n2)cn1,1.722140125,1443
O=C(CCc1cccs1)Nc1ccc(N2CCOCC2)cn1,1.507720977,611
C[C@@H](CN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)NC(=O)c1ccc(Br)cc1,0.58546073,1664
Cc1cccc(C(=O)N(C)CCc2cnccn2)c1,1.48258777,888
COCCNC(=O)CN1CCN(c2nccn2-c2cccc(Cl)c2)CC1,1.784331948,699
Cc1nc(C2(NCc3cccc(C#N)c3)CCCC2)no1,1.677971753,205
O=C(Nc1ccn(-c2ncccc2Cl)n1)c1csnn1,1.454692449,2033
COc1ccc(CCCNc2nnc(C)o2)cc1,1.405517107,1778
Cc1nnc(NC(=O)c2nn(-c3ccc(F)cc3)c3c2CCCC3)s1,0.462397998,1702
CC(C)S(=O)(=O)c1ccc2nccc(Nc3ccc4scnc4c3)c2c1,1.58591171,1802
CCNC(=O)c1ccnc(-c2ccc(F)c(C)c2)c1,1.452706227,1608
O=C(c1cccs1)N1CCCC(C(=O)N2Cc3ccccc3C(c3ccccc3)C2)C1,1.392696953,1648
O=C(CCN1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)c1ccc2[nH]c(=O)oc2c1,0.643452676,1745
CC(C)Cn1cnc2c1c(=O)[nH]c(=O)n2CC(C)C,1.743039155,493
O=C(Nc1ccccc1-n1ccnc1)c1cccs1,1.887673552,687
CC(=O)n1c(/C=C2/N=C(c3ccc(F)cc3)OC2=O)cc2ccccc21,0.73479983,1717
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)nc2O)c1C)C1CCOCC1,1.691965103,324
CCCCNC(=O)c1ccc2c(c1)nnn2C,1.41564098,1561
CCCN(Cc1ccccc1)C(=O)CC1(N)CCC1,1.7513561,566
Cc1csc(CN(C)c2ccnc(N(C)C)n2)n1,1.660770644,488
Cc1ccc2oc([C@H]3CCN(Cc4cccs4)C3)nc2c1,1.419955748,971
c1ccc(-c2noc(NC3CC3)n2)cc1,1.451786436,104
COc1ccc(S(=O)(=O)N2CCC(N3CCC(C)CC3)CC2)cc1,1.751610089,5
O=C1CN(c2ccc(Nc3nccc(C(F)(F)F)n3)cn2)CCN1,1.710117365,41
Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C(F)(F)F)ccc43)CC2)cc1,1.059184618,1611
CCNC(=O)c1ccc(-c2cc(C)cc(OC)c2OC)nc1,1.541204691,1110
CC(C)(C)C(=O)Nc1sc2c(c1C#N)CCC2,0.281033367,2160
COc1cc(F)c(NCC(=O)Nc2ccc(C)cc2)cc1OC,1.678062905,900
CCC(=O)N1CCCc2cc(C(O)CN3CCN(c4ccc(OC)cc4)CC3)ccc21,1.84540814,1309
Cc1ccc(NC(=O)[C@H]2COc3ccccc3O2)nc1,1.496237545,1590
CC(=O)N1CCN(C(=O)c2ccc(-c3ccc(F)cc3)cc2F)CC1,1.872447648,486
Fc1cncc(-c2cnc(NCc3ccc(Cl)c(F)c3)nc2)c1,0.505149978,666
Cc1cc(C(=O)NC2CCN(C(=O)c3cc(C)sc3C)CC2)no1,1.786680453,1429
c1cc2cc[nH]c2c(CC2CN(C3CCCC3)C2)n1,1.268811904,931
COc1ncnc2c1CN(Cc1c[nH]nc1-c1ccc(F)cc1)CC2,1.452553063,525
Cc1ccc(C)c(OCC(=O)N2CCC(C(=O)Nc3ccccc3)CC2)c1,0.527629901,1224
CN1CCN(c2ccc(NC(=O)c3ccc(S(=O)(=O)N4CCCc5ccccc54)cc3)cc2)CC1,1.005180513,1100
CC(C)c1ccc(-c2cc3c(=O)n(CCC(=O)NCCN(C)C)ccn3n2)cc1,1.746089043,1074
C=CCn1cnc2c(Cl)cc(-c3ccc(C(=O)NC4CC4)o3)cc21,1.520745472,999
CC(C)(C)C(=O)Nc1nnc(Cc2ccccc2)s1,1.546295835,991
O=C(O)CNc1nc(-c2ccccc2)nc2ccccc12,1.404149249,738
O=c1ccc(-c2ccc(F)cc2)nn1Cc1ccncc1,1.662285516,1116
CN(Cc1ccccc1Br)C(=O)Nc1ccc(C(=O)N2CCCC2)cc1,1.841296887,1384
Cc1oc(C)c(C(=O)NCC#Cc2ccccc2)c1C,1.681422156,1221
CC(C)n1ccc(C(=O)N2CCS(=O)(=O)C(C)(C)C2)n1,1.666892211,623
CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1,-0.045757491,1831
CCc1nc(CN2C(=O)COc3ccc(F)cc32)cs1,1.320354033,916
CN(C)C(=O)Cn1cc(C(=O)O)ccc1=O,1.3232521,1555
c1nc(NC2CCN(C3CC3)CC2)c2sccc2n1,1.749890841,863
c1ccc(CNc2nn3nnnc3c3ccccc23)cc1,-1.0,1902
O=C(C1CCCN(c2ccc(Cl)nn2)C1)N1CCc2ccccc2C1,1.696793085,1692
CCOC(=O)N1CCC(Nc2nc3ccccc3s2)CC1,1.691965103,306
O=C(NCc1cccc(F)c1)c1[nH]nnc1-c1ccccc1,1.321184027,589
COc1ccc(-c2ccc(CN(CCN(C)C)Cc3ccncc3)cc2)cc1,1.74647851,1398
CCN(c1ccccc1)S(=O)(=O)c1ccc(C(=O)Nc2ccccc2C(C)=O)cc1,-0.346787486,1813
c1cc(CN2CCC(c3ccn[nH]3)CC2)ccn1,1.450249108,634
NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,1.646893624,161
O=C(C1CC1)N1CC[C@@H](Cc2n[nH]c(=O)n2-c2ccc(-c3ccc4occc4c3)cc2)C1,1.603144373,696
Nc1ccc(Cl)c(NC2=NN(c3c(Cl)cc(Cl)cc3Cl)C(=O)C2)c1,1.147985321,1565
CS(=O)(=O)N1CCc2cc(C(=O)NCCOc3ccc4ccccc4c3)ccc21,-0.356547324,1863
O=C(NCCN1CCC(c2ccccc2)CC1)c1ccc2ncsc2c1,1.643650038,636
Cc1nc(O)cc(C2CN(C3CCCCC3)C2)n1,1.617210095,791
Cc1nc(N2CCn3ccnc3C2)c2cnn(C)c2n1,1.517063873,100
CC(C)c1nnc(CN2CCN(c3nccs3)CC2)o1,1.716587578,545
Cn1cc(-c2nnc(NCc3ccc4ccccc4c3)o2)cn1,1.050379756,495
Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1,1.703205371,529
CN(C)c1cc(CNC(=O)C2CCOCC2)ccn1,1.614897216,1196
CO[C@@H](C(=O)Nc1cc2c(C)cc(=O)oc2cc1C)c1ccccc1,1.599883072,671
CC(C)CN1CC[C@H](c2nc3ccc(C#N)cc3[nH]2)C1,1.564666064,1370
CCCn1ccnc1CNc1nc2c(s1)c(C)nn2C,1.491501766,301
Cc1nc(CNC2CCN(C(=O)C3CC3)CC2)cs1,1.629409599,1423
O=C(CCn1nnc2ccccc2c1=O)Nc1ccncc1,1.329601248,1303
CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,-0.522878745,1928
Fc1ccc(F)c(-c2nc(C3CCOCC3)nn2-c2cccnc2)c1,1.545430829,724
Cc1nc(N(C)C)nc(C)c1NC(=O)C1CCCCC1,1.693199145,969
CCc1cc(N(C)Cc2ccc(N)nc2)nc(C)n1,1.562887381,987
Cc1noc(NCc2cccc(-c3cccnc3)c2)n1,1.539327064,649
N#Cc1cc(-c2ccccc2)sc1N,0.477121255,2108
Cc1cccc(OCC(=O)Nc2ccc3c(c2)C(=O)N(c2ccccc2)C3=O)c1,-0.387216143,1861
Cc1ccc(-c2noc3nc(C)cc(C(=O)O)c23)cc1,1.871047261,839
COc1ccc(Oc2cc(C)c(-c3csc(NC(=O)c4ccncc4)n3)c(C)c2)cc1,-0.508638306,2040
Cc1ccc(-c2ccc(=O)n(Cc3ccncc3)n2)cc1,1.629409599,1269
C1CCN(c2nc(NC3CC3)nc(N3CCCCC3)n2)CC1,-0.207608311,1909
Cc1ccccc1COC1CN(C(=O)Cn2c(=O)[nH]c3ccccc32)C1,1.654946227,1274
O=C(NC1CCN(c2ccc(OC(F)(F)F)cc2)CC1)N1CCC1,1.755798657,944
CCSCc1nc(N)c2ccccc2n1,1.4827307,460
CCOc1ccc(Nc2nc(-c3c(C)nc4ccccn34)cs2)cc1,1.653115993,856
N#Cc1ccc(CCC(=O)Nc2ccncc2)cc1,1.579097327,1148
CN(C)C(=O)c1ccc(NC(=O)c2cccc(F)c2)cc1,1.666985718,849
NC(=O)c1ccc(N2CCCCC2)c(NC(=O)c2ncoc2-c2ccc3ccccc3c2)c1,-0.619788758,1874
Cc1ccc(NC(=O)C(C)(C)c2ccccc2)nc1,1.486005186,825
COc1cc(CCNC(=O)c2nc3cccc(C)n3c2F)cc(OC)c1,1.596926814,1591
Cc1ccnc(C2CCN(C3CCCC3)CC2)n1,1.205745541,1358
COc1cccc(-n2nc(C(=O)O)cc2-c2ccc(C3CCCCC3)c(Cl)c2)c1,1.528273777,1241
CNC(=O)c1cc(-c2ccccc2)no1,1.567731963,2028
Cc1ccnc(NC(=O)CN2CCCC2=O)c1,1.741151599,1320
CN(C)CCn1ccc2cc(NC(=O)c3ccc(=O)[nH]n3)ccc21,1.728434951,2121
Cc1csc(Nc2ccc(C#N)cc2)n1,1.582063363,1407
COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC,-0.522878745,1821
Fc1ccc(NCc2cccc(OCCN3CCOCC3)c2)nc1,1.598024072,859
O=C(Nc1nc2ccccc2[nH]1)c1ccc(-c2ccccc2)cc1,-0.301029996,1941
Cc1cc(CN2CCN(c3ncccn3)CC2)on1,1.564547712,1082
Clc1ccc2c(Oc3cccnc3)ncnc2c1,1.5984622,196
O=C(Nc1nc2cc(C(F)(F)F)cc(NC3CC3)n2n1)c1cccnc1,0.041392685,78
CN(C)C(=O)COc1ccc(N)c(F)c1,1.641474111,299
Fc1ccc(CNc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,0.409933123,1220
COc1ccc(CCn2c(C3CC3)n[nH]c2=O)cc1,1.452553063,730
O=C(O)c1c2ccccc2nn1Cc1ccccc1,1.570192561,1249
Cc1nc([C@H]2CC[C@H](CNC(=O)CN3CCC(c4ccccc4)CC3)CC2)ccc1C(N)=O,1.846027675,725
CO[C@H]1CC[C@H](C(=O)NC[C@H]2CC[C@H](c3nnc(-c4nccc5ccccc45)o3)CC2)CC1,1.326540669,639
COCC(=O)Nc1nc(C)c(C)s1,1.408579125,585
Cc1cccn(Cc2cccc(F)c2)c1=O,1.377488383,192
CCCC(=O)Nc1cnc(N2CCN(C)CC2)nc1,1.547774705,1043
COc1ccccc1-c1nnc([C@H]2CCN(Cc3ccccc3C)C2)o1,1.568788212,970
Cc1nc(CC(=O)NCc2ccccc2)cs1,1.414973348,562
CCC1(CC)NC(=O)N(CC(=O)N2CCOCC3(CCCC3)C2)C1=O,1.802157753,706
COc1ccc2nc(C)nc(N3CC(CO)C3)c2c1,1.46686762,1294
c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,-1.0,2103
O=C1CCCN1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,1.201397124,1629
O=S(=O)(NCC1C2CC3CC(C2)CC1C3)C1CCOCC1,1.765072201,2106
Cc1nc(C)c(CNc2cnn(-c3ccccc3)c2)s1,1.560862695,1435
COc1ccc(-c2cn3c4ccccc4nc3n2CCO)cc1,1.672282625,948
Cc1nc2ncccn2c1C(=O)N(CC#Cc1ccccc1)C1CCCC1,1.632760888,629
COc1cccc(-c2ccc(C(=O)N(C)Cc3c(C)nn(C(C)C)c3C)o2)c1,1.672005445,1254
CCCCCCCCc1ccc2c(c1)CC[C@@H](C(N)(CO)CO)C2,-0.091514981,1970
C#CCN1CCN(C(=O)CCS(C)(=O)=O)CC1,1.867762025,1701
CCCn1ncnc1-c1ccccc1SC,1.29841638,610
O=C(NCC1CC1)c1cncn1-c1ccc(F)cc1,1.717670503,1154
CCc1noc(COc2c(C)ccnc2Cl)n1,1.366982976,2169
Cc1nc(-c2ccccc2)ccc1C(=O)NC1CCCC1,1.612359948,1577
O=C(c1ccc2[nH]ccc2c1)N1CCCC(c2cccc(-c3ccc(F)cc3)n2)C1,0.371067862,260
COC(=O)[C@@H]1Cc2ncn(Cc3ccccc3)c2CN1C(C)=O,1.507855872,1205
Cc1ccc2nc3c(c(C(=O)NCc4cnn(C)c4)c2c1)CCCC3,1.750199728,533
O=C(Nc1nc(-c2ccccn2)cs1)c1ccc(F)cc1Cl,0.712649702,1341
CC1(C)CCN(C(=O)NCCOc2cccnc2)C1,1.599446376,1090
Cc1nc(CN2C(=O)CN(C3CCCC3)C2=O)nc2ccccc12,1.633165354,781
CC1CCN(CCNC(=O)c2ccncc2)CC1,1.533899101,135
C[C@@H](c1ccc2ccc(O[C@H]3CC[C@@H](C(F)(F)F)CC3)c(C(F)(F)F)c2c1)N1C2CCC1CC(C(=O)O)C2,1.864511081,625
Cc1cnc(NC(=O)c2cc(S(=O)(=O)N(C)C)ccc2N2CCCC2)s1,-0.677780705,1852
Clc1ccccc1CNCc1ccc2c(c1)OCCO2,1.389520466,1036
CS(=O)(=O)N(CC(=O)Nc1ccccc1C(=O)NCc1ccco1)c1ccc(F)cc1,1.545925329,552
Cc1nc(Cl)cc(Nc2cnn(C(C)(C)C)c2)n1,1.353916231,423
Cc1ccc(C(=O)NCCc2csc(C)n2)cn1,1.606381365,949
CCCCOc1ccc(C(=O)NCc2cc(C)on2)cc1,0.62324929,231
CCCC(=O)Nc1ccc(-n2cccn2)nc1,1.655426588,592
COc1ccc(CNC(=O)c2cc(-c3cncc(C)c3)ncc2-c2nccs2)nc1OC,0.993876915,1163
CC(=O)NCC1CCN(C(=O)c2cncn2-c2ccc(F)cc2)CC1,1.665580991,762
Cc1noc(C2CCN(CCc3ccccc3)CC2)n1,1.8049568,1480
NC(=O)c1sc2cc(F)ccc2c1Cl,-0.301029996,2102
CC(C)c1nc(NCc2cccnc2)n(C)n1,1.581608366,1112
Cc1ccsc1CN(C)C(=O)[C@@H]1CCCN1C(=O)NC(C)C,1.624488363,658
CN(CCOCCOc1ccccc1-c1ccccc1)Cc1ccccc1.O=C(O)C(=O)O,1.461798558,1170
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,1.6642658,1494
CCn1ccc2cc(C(=O)N3CCN(c4ccc(C)cc4)C(=O)C3)ccc21,1.660201201,494
Cc1nc(NCc2ccc(F)c(Cl)c2)n(C)n1,1.640878779,588
O=C(C1CCCN(C(=O)N2CCCC2)C1)N1CCc2ccccc2C1,1.758533422,1691
Cc1sc(-c2ccccn2)nc1-c1ccc(NC(=O)C(C)C)cc1,0.149219113,898
O=C(Cn1c(-c2ccc(F)cc2)nc2ccccc21)N1CCOCC1,1.736953954,484
N#CCN(CN1C(=O)CC2(CCCC2)C1=O)C1CC1,1.585686278,2057
Cc1cc(C(=O)N(C)Cc2ccsc2)no1,1.533009023,521
CC(C)CN1C(=O)C(=O)N(Cc2ccccn2)C1=O,1.593618308,833
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,1.773786445,2098
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(C(=O)C=C4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)C(C#N)=C[C@]43C)C2C1,1.803115555,2154
CCOC(C)C(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,1.810568529,1628
C=CCN(c1ccc(C(=O)OC)cc1)S(=O)(=O)c1ccccc1,0.350248018,1980
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1,1.924795996,38
Cc1cccc2sc(NC(=O)c3cccnc3)nc12,-0.283996656,1835
c1cc2c(N3CCNCC3)nc(-c3ccnc(NC4CCCCC4)c3)cc2cn1,1.600537294,1540
N#Cc1c(O)nc(SCc2cccc(F)c2F)nc1C1CC1,0.322219295,1870
CCOC(=O)CNC(=O)c1ccc(O)cc1O,1.559188189,390
CC(=O)NC1(C(=O)N2CCCN(C3CC3)CC2)CCC(C)CC1,1.730701544,381
CN(C)C1CN(c2nc(-c3cnccn3)nc3sc4c(c23)CCCC4)C1,1.568084331,1231
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(F)ccc2Oc2ccc3c(cnn3CCO)c2)cc1,-0.698970004,1929
Cc1ccc(F)c(N(C#N)Cc2nnc(C)o2)c1,1.649140064,2115
C#CCOc1ccc(C(=O)NN2CCCC2=O)cc1,1.402948829,1121
c1ccc(-c2n[nH]c(C3CCN(c4cnc5ccccc5n4)CC3)n2)cc1,0.792741786,638
CC(C)c1nnc(-c2ccc(-c3ccccc3)nc2)n1-c1cccc2nonc12,1.727785174,695
CN(Cc1sccc1Br)c1nccnc1C#N,0.929418926,1992
O=C(C1CCCN(Cc2cc3c(cc2O)OCO3)C1)N1CCOCC1,1.746244872,889
COc1ccc(-c2ccc(CNc3ccc(CN4CCC(C)CC4)cc3)cc2)cc1,1.167317335,1708
NC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(C(=O)Cc2cccc(F)c2)CC1,1.799340549,1783
CCNC(=O)c1ccc(CS(C)(=O)=O)cc1,1.611723308,103
Cc1nc(NC2(c3cccc(Cl)c3)CC2)c2c(C)noc2n1,1.616790486,1376
CCOc1cccc(CNCCc2c[nH]c3ccccc23)c1,1.863263364,1389
CC(C)(O)[C@H]1O[C@H]2CC[C@@]3(C)[C@@](O)(CC[C@H]4Cc5c([nH]c6ccccc56)[C@@]43C)C2=CC1=O,-0.004364805,2159
c1ccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)[nH]c3ncnc(NCC4SCCS4)c23)cc1,0.57054294,760
COc1ccc(CN(C)C(=O)C2(C#N)CCC2)cc1,1.752662943,2110
CC(=O)Nc1ccnn1C1CCN(Cc2ccccc2C#Cc2ccccc2)CC1,1.412292509,1190
CC(=O)Nc1ccc(O)cc1,1.442479769,1784
CC(=O)N1CCc2cc(Nc3nccc(C(F)(F)F)n3)ccc21,0.079181246,1594
CCOC(=O)c1cc2ccccc2n1CC(=O)c1ccc(F)cc1,0.816903839,1271
Cc1c(C(=O)NCc2cnc(N(C)C)n2C)sc2ccccc12,1.707570176,1512
CN(Cc1ccc(Br)o1)C(=O)CN1CCCC1=O,1.845284126,952
CCN1CCc2ncnc(N3CCNc4ccccc4C3)c2C1,1.716587578,1242
O=C(CC1CCCC1)NCc1nnc2n1CCC2,1.498586209,1503
NC(=O)COc1ccccc1-c1ccccc1,1.59117595,190
Cn1cc(CCNc2cncc(Br)c2)cn1,1.606381365,1452
COc1cccc(-c2nnn(-c3ncnc4sc5c(c34)CCC5)n2)c1,-0.585026652,2008
CCc1nnc(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)o1,1.640978057,1624
Fc1cccc(Oc2nnnn2-c2ccccc2)c1,1.116275588,2076
CCN(CC)Cc1cccc(/C=C/c2nc3ccc(F)cc3c(=O)n2-c2ccccc2Cl)n1,1.829368108,227
N#Cc1cnn(-c2nc(-c3ccc(Br)s3)cs2)c1N,0.278753601,2071
COC(=O)[C@@H]1C[C@H](O)CN1CC#Cc1ccc(Cl)cc1,1.50242712,1906
CC(=O)N1CCC(C(=O)Nc2nccs2)(c2ccccc2)CC1,1.794278866,901
CC(C)COc1cc(F)cc(-c2cncc(C(=O)N3CCCC3)n2)c1,-0.15490196,1885
Cc1cc(N(C)C)nc(-n2ccnc2)n1,1.454692449,1255
Cc1cc(N(C)Cc2ccc(N)nc2)nc(-c2ccncc2)n1,1.461498527,741
CNC(=O)c1ccc(-c2nnc(-c3cccc(C)c3)o2)cc1,-0.677780705,2166
Cn1c(=O)c2c(nc3n2CCN3Cc2c(F)cccc2Cl)n(C)c1=O,0.713490543,1149
Nc1cnn(CC(=O)N2CCCCC2)c1,1.561339941,1673
